,PS_C,PS_F,Vainqueur,Proba_Favori,Proba_Challenger
0,2.21,1.719,challenger,0.708465,0.29153502
1,3.25,1.385,challenger,0.7196704,0.28032959
2,2.18,1.746,favori,0.521373,0.47862703
3,1.82,2.06,favori,0.5189147,0.4810853
4,2.9,1.455,favori,0.54056,0.45944
5,1.463,2.91,challenger,0.42658696,0.573413
6,1.971,1.885,favori,0.56876785,0.43123215
7,2.06,1.82,favori,0.4790327,0.5209673
8,6.85,1.131,favori,0.83853304,0.16146696
9,1.714,2.24,challenger,0.6357705,0.3642295
10,4.55,1.241,favori,0.73019606,0.26980394
11,1.7519999999999998,2.17,favori,0.5255421,0.47445792
12,2.21,1.73,favori,0.591691,0.40830898
13,2.93,1.459,favori,0.6838422,0.31615782
14,1.862,2.0,challenger,0.51588446,0.48411554
15,5.85,1.154,favori,0.8227333,0.17726672
16,6.5,1.133,favori,0.75723827,0.24276173
17,6.0,1.148,favori,0.8411153,0.1588847
18,1.952,1.901,challenger,0.45653632,0.5434637
19,2.69,1.529,favori,0.69540584,0.30459416
20,2.9,1.465,challenger,0.6025994,0.39740062
21,3.25,1.392,challenger,0.74033654,0.25966346
22,6.25,1.143,favori,0.89985406,0.100145936
23,3.25,1.392,favori,0.65715605,0.34284395
24,1.885,1.971,challenger,0.54766315,0.45233685
25,2.27,1.69,favori,0.6644686,0.3355314
26,2.75,1.513,favori,0.6522151,0.34778488
27,1.676,2.3,challenger,0.70287853,0.29712147
28,2.7,1.526,favori,0.65817356,0.34182644
29,2.51,1.592,favori,0.6244054,0.37559462
30,1.633,2.4,favori,0.3715359,0.6284641
31,2.4,1.633,favori,0.5630663,0.4369337
32,2.12,1.781,challenger,0.7125654,0.28743458
33,4.5,1.23,favori,0.72252184,0.27747816
34,1.357,3.4,favori,0.44357964,0.5564203
35,2.7,1.526,challenger,0.60850316,0.39149684
36,3.45,1.345,favori,0.80448693,0.19551307
37,2.34,1.658,favori,0.6914356,0.30856442
38,1.943,1.909,challenger,0.50063145,0.49936855
39,5.25,1.182,favori,0.8703327,0.12966728
40,2.0,1.862,challenger,0.46105406,0.5389459
41,1.952,1.901,favori,0.51609504,0.48390496
42,3.9,1.294,favori,0.71352345,0.28647655
43,3.45,1.345,favori,0.7556839,0.2443161
44,4.25,1.256,challenger,0.76906174,0.23093826
45,1.794,2.1,favori,0.5262942,0.47370583
46,2.48,1.602,challenger,0.5535591,0.44644088
47,2.72,1.513,favori,0.66445297,0.33554703
48,2.48,1.602,favori,0.7177652,0.2822348
49,1.621,2.43,favori,0.4156263,0.5843737
50,1.952,1.901,challenger,0.6946156,0.3053844
51,1.5,2.78,challenger,0.41639525,0.58360475
52,2.48,1.602,challenger,0.4753483,0.5246517
53,1.847,2.02,challenger,0.4881546,0.5118454
54,1.541,2.65,favori,0.4085523,0.5914477
55,3.65,1.3230000000000002,favori,0.5234813,0.4765187
56,2.39,1.645,favori,0.65562874,0.34437126
57,2.49,1.599,favori,0.69859135,0.30140865
58,6.25,1.148,favori,0.87129414,0.12870586
59,5.05,1.211,favori,0.8213886,0.1786114
60,3.6,1.328,favori,0.6939364,0.3060636
61,2.63,1.5519999999999998,favori,0.64122987,0.35877013
62,4.1,1.278,favori,0.8075229,0.1924771
63,3.3,1.37,favori,0.7024381,0.29756188
64,1.641,2.4,challenger,0.60349417,0.39650583
65,2.36,1.658,favori,0.7669881,0.2330119
66,2.0,1.862,favori,0.4771274,0.52287257
67,2.63,1.5519999999999998,challenger,0.75196254,0.24803746
68,1.633,2.42,challenger,0.35774192,0.64225805
69,4.2,1.263,favori,0.7290528,0.27094722
70,2.8,1.4880000000000002,challenger,0.7002126,0.2997874
71,1.629,2.43,challenger,0.62577885,0.37422115
72,3.26,1.383,challenger,0.8348194,0.16518062
73,2.34,1.6669999999999998,favori,0.63610405,0.36389595
74,2.7,1.526,favori,0.59150165,0.40849835
75,2.25,1.709,challenger,0.5621455,0.43785453
76,2.2,1.725,favori,0.69274855,0.30725145
77,2.16,1.746,challenger,0.6185015,0.38149852
78,2.5,1.595,challenger,0.50288135,0.49711865
79,2.13,1.775,favori,0.6367033,0.3632967
80,5.65,1.167,favori,0.79584795,0.20415205
81,2.22,1.725,challenger,0.46346048,0.53653955
82,2.49,1.606,challenger,0.6697018,0.3302982
83,3.85,1.2990000000000002,favori,0.82512105,0.17487895
84,2.65,1.5519999999999998,favori,0.52166134,0.47833866
85,2.23,1.719,favori,0.42505226,0.5749477
86,1.426,3.05,favori,0.44448358,0.5555164
87,2.8,1.4880000000000002,challenger,0.6758129,0.3241871
88,1.98,1.877,favori,0.5266304,0.4733696
89,3.35,1.364,favori,0.73277766,0.26722234
90,3.05,1.408,challenger,0.68307877,0.31692123
91,1.735,2.2,challenger,0.49147817,0.5085218
92,2.7,1.5319999999999998,favori,0.751492,0.24850798
93,1.602,2.5,favori,0.4253201,0.5746799
94,2.95,1.455,favori,0.8284501,0.17154992
95,2.55,1.578,favori,0.46919295,0.530807
96,2.37,1.654,favori,0.55196315,0.44803685
97,3.28,1.3730000000000002,favori,0.78242624,0.21757376
98,1.556,2.62,challenger,0.5020641,0.4979359
99,2.2,1.735,challenger,0.6600194,0.3399806
100,4.95,1.208,favori,0.8533279,0.14667213
101,2.25,1.709,favori,0.67838424,0.32161576
102,2.3,1.685,favori,0.7077741,0.2922259
103,2.62,1.5490000000000002,challenger,0.6415586,0.3584414
104,4.65,1.235,favori,0.6354497,0.3645503
105,2.75,1.513,favori,0.7350212,0.26497883
106,2.58,1.575,favori,0.51564777,0.48435223
107,3.55,1.339,challenger,0.7166884,0.2833116
108,1.893,1.962,challenger,0.50543016,0.49456984
109,5.0,1.211,favori,0.8225421,0.17745793
110,3.65,1.3230000000000002,favori,0.56605977,0.43394023
111,1.709,2.25,challenger,0.5223815,0.47761852
112,4.6,1.235,favori,0.6662014,0.3337986
113,1.847,2.02,challenger,0.5771465,0.42285353
114,1.129,7.0,challenger,0.44251144,0.55748856
115,1.694,2.28,favori,0.6051939,0.3948061
116,3.75,1.3130000000000002,favori,0.59641266,0.40358734
117,23.5,1.029,favori,0.8905078,0.10949218
118,2.72,1.513,challenger,0.5848099,0.4151901
119,3.05,1.435,challenger,0.54145354,0.45854646
120,4.15,1.274,challenger,0.72909665,0.27090335
121,4.95,1.213,favori,0.6948471,0.3051529
122,3.75,1.308,favori,0.7856569,0.21434307
123,3.65,1.3230000000000002,favori,0.74251175,0.25748825
124,1.98,1.877,favori,0.48113626,0.51886374
125,3.5,1.345,challenger,0.74110234,0.25889766
126,4.55,1.241,favori,0.80087477,0.19912523
127,9.75,1.08,favori,0.8066855,0.1933145
128,3.55,1.3330000000000002,favori,0.7126901,0.28730989
129,4.35,1.25,favori,0.6673492,0.33265078
130,2.6,1.556,challenger,0.48309302,0.516907
131,1.735,2.2,favori,0.47357586,0.52642417
132,1.571,2.59,favori,0.5762763,0.4237237
133,3.6,1.3330000000000002,favori,0.6829518,0.3170482
134,2.56,1.575,challenger,0.5604591,0.43954092
135,3.8,1.308,favori,0.63011444,0.36988556
136,3.2,1.4169999999999998,favori,0.7720908,0.2279092
137,2.52,1.595,challenger,0.63832676,0.36167324
138,4.65,1.233,favori,0.75759315,0.24240685
139,2.27,1.69,favori,0.5216267,0.4783733
140,14.5,1.057,favori,0.9089247,0.0910753
141,10.0,1.083,favori,0.80530035,0.19469965
142,18.5,1.041,favori,0.8872199,0.112780094
143,1.82,2.06,challenger,0.5338061,0.4661939
144,2.32,1.676,favori,0.54404503,0.45595497
145,4.0,1.29,favori,0.6196927,0.38030732
146,1.568,2.6,favori,0.47900218,0.5209978
147,1.595,2.5,challenger,0.5881038,0.41189623
148,2.55,1.585,challenger,0.6118365,0.3881635
149,4.75,1.227,favori,0.7223673,0.2776327
150,2.58,1.575,challenger,0.67781824,0.32218176
151,1.556,2.64,challenger,0.50973225,0.49026775
152,8.0,1.108,favori,0.90964484,0.09035516
153,1.649,2.38,favori,0.46364364,0.53635633
154,2.36,1.658,challenger,0.4819864,0.5180136
155,2.07,1.813,challenger,0.58168685,0.41831315
156,3.79,1.304,favori,0.7696029,0.2303971
157,1.529,2.71,challenger,0.59643686,0.40356314
158,16.0,1.048,favori,0.8872032,0.11279678
159,1.592,2.53,challenger,0.4262594,0.5737406
160,5.6,1.16,favori,0.73569596,0.26430404
161,2.7,1.526,favori,0.51685876,0.48314124
162,3.1,1.408,challenger,0.65592927,0.34407073
163,17.0,1.047,favori,0.873854,0.12614602
164,3.15,1.408,favori,0.64469314,0.35530686
165,1.68,2.31,favori,0.49882114,0.50117886
166,1.3130000000000002,3.75,challenger,0.37717554,0.62282443
167,2.02,1.847,favori,0.65319026,0.34680974
168,5.0,1.204,favori,0.67242527,0.32757473
169,3.3,1.3769999999999998,favori,0.6104342,0.38956583
170,1.862,2.0,challenger,0.42421988,0.57578015
171,5.65,1.171,favori,0.66869974,0.33130026
172,5.46,1.178,favori,0.718423,0.281577
173,21.0,1.036,favori,0.91893363,0.08106637
174,7.25,1.121,favori,0.69235826,0.30764174
175,1.8,2.09,favori,0.4829734,0.5170266
176,5.25,1.182,favori,0.7579076,0.24209237
177,3.15,1.4169999999999998,favori,0.7056944,0.29430562
178,4.95,1.211,favori,0.76324064,0.23675936
179,5.25,1.182,favori,0.791829,0.20817101
180,13.0,1.063,favori,0.8901917,0.109808326
181,12.5,1.067,favori,0.8195371,0.1804629
182,2.2,1.735,challenger,0.7261709,0.2738291
183,3.23,1.395,favori,0.6457715,0.3542285
184,1.685,2.3,challenger,0.61673373,0.38326627
185,1.943,1.909,challenger,0.6146833,0.38531673
186,5.2,1.194,favori,0.69523585,0.30476415
187,2.3,1.69,favori,0.43321204,0.56678796
188,6.51,1.143,favori,0.8233361,0.17666388
189,3.8,1.3030000000000002,favori,0.7486683,0.2513317
190,5.35,1.183,favori,0.7870877,0.21291232
191,2.5,1.602,favori,0.44919735,0.55080265
192,1.3230000000000002,3.6,challenger,0.5814984,0.41850162
193,1.459,2.93,favori,0.49149004,0.50851
194,4.0,1.286,favori,0.8690165,0.13098347
195,4.95,1.213,favori,0.7442751,0.2557249
196,3.2,1.408,challenger,0.7714634,0.2285366
197,2.88,1.469,challenger,0.6013008,0.39869922
198,5.48,1.1909999999999998,favori,0.7169054,0.28309458
199,2.35,1.662,challenger,0.5360452,0.4639548
200,15.0,1.057,favori,0.8971486,0.10285139
201,5.9,1.163,favori,0.72899115,0.27100885
202,4.2,1.274,favori,0.7112105,0.2887895
203,2.56,1.581,favori,0.56356436,0.43643564
204,1.725,2.24,challenger,0.57236075,0.42763925
205,8.75,1.103,favori,0.7776487,0.22235131
206,5.15,1.206,challenger,0.6715807,0.32841933
207,2.49,1.61,favori,0.6592415,0.3407585
208,5.0,1.215,favori,0.7625319,0.23746812
209,3.85,1.308,favori,0.7589574,0.24104261
210,4.13,1.279,challenger,0.821453,0.17854702
211,3.49,1.352,favori,0.80109656,0.19890344
212,2.45,1.6130000000000002,favori,0.6697969,0.33020312
213,3.35,1.392,challenger,0.7691759,0.23082411
214,4.05,1.2990000000000002,favori,0.6484236,0.3515764
215,3.0,1.444,favori,0.7981026,0.20189738
216,2.19,1.741,challenger,0.49913004,0.50087
217,2.87,1.483,favori,0.4620176,0.5379824
218,4.41,1.249,favori,0.70266414,0.29733586
219,2.0,1.862,favori,0.63834083,0.36165917
220,2.55,1.571,challenger,0.50845844,0.49154156
221,3.2,1.4,challenger,0.7336894,0.26631057
222,2.82,1.4880000000000002,challenger,0.6668966,0.33310342
223,4.85,1.222,favori,0.73756266,0.26243734
224,1.952,1.893,challenger,0.50677866,0.49322134
225,2.06,1.82,challenger,0.55685997,0.44314003
226,2.3,1.685,challenger,0.5619369,0.43806309
227,5.75,1.167,favori,0.75523067,0.24476933
228,1.606,2.45,favori,0.49670938,0.50329065
229,1.7519999999999998,2.13,challenger,0.4873539,0.5126461
230,3.55,1.3330000000000002,favori,0.61173165,0.38826835
231,2.52,1.595,favori,0.76604533,0.23395467
232,2.09,1.8,challenger,0.65484387,0.34515613
233,1.465,2.87,challenger,0.48412445,0.5158756
234,2.32,1.676,favori,0.73469627,0.26530373
235,2.2,1.714,challenger,0.6502186,0.3497814
236,1.595,2.5,challenger,0.52870905,0.47129095
237,2.32,1.676,favori,0.6484236,0.3515764
238,2.9,1.444,favori,0.6557572,0.3442428
239,2.39,1.645,favori,0.6705324,0.3294676
240,2.47,1.6130000000000002,challenger,0.5095973,0.4904027
241,3.35,1.37,favori,0.68146896,0.31853104
242,4.38,1.245,challenger,0.7577255,0.24227452
243,5.25,1.202,favori,0.7936635,0.2063365
244,3.15,1.408,favori,0.7075573,0.29244268
245,3.9,1.2990000000000002,favori,0.67575,0.32424998
246,2.09,1.8,challenger,0.7426146,0.25738537
247,2.9,1.465,challenger,0.7420804,0.2579196
248,4.45,1.253,favori,0.7751142,0.22488582
249,1.444,2.95,challenger,0.44269925,0.55730075
250,14.5,1.057,favori,0.9012414,0.09875858
251,7.5,1.121,favori,0.67740965,0.32259035
252,4.6,1.225,favori,0.76079416,0.23920584
253,3.2,1.4,favori,0.80318904,0.19681096
254,2.8,1.4880000000000002,challenger,0.5449333,0.45506668
255,2.29,1.69,challenger,0.36697313,0.63302684
256,1.5319999999999998,2.7,favori,0.41493213,0.58506787
257,2.55,1.571,challenger,0.6068098,0.3931902
258,3.45,1.351,favori,0.68900967,0.31099033
259,24.11,1.03,favori,0.87914276,0.12085724
260,1.641,2.38,challenger,0.45602208,0.5439779
261,1.513,2.75,challenger,0.5009444,0.49905562
262,2.41,1.629,favori,0.5715489,0.42845112
263,2.4,1.641,challenger,0.5335132,0.4664868
264,3.5,1.345,favori,0.92001694,0.079983056
265,2.4,1.641,challenger,0.515766,0.48423398
266,2.78,1.5,challenger,0.47205657,0.52794343
267,1.885,1.971,challenger,0.5969088,0.4030912
268,2.03,1.84,challenger,0.60147554,0.39852446
269,2.65,1.541,challenger,0.6148644,0.3851356
270,2.89,1.457,challenger,0.5999723,0.4000277
271,9.26,1.091,favori,0.8507457,0.14925432
272,18.13,1.041,favori,0.835434,0.16456598
273,7.0,1.129,favori,0.8322309,0.16776907
274,2.64,1.543,favori,0.71102405,0.28897595
275,2.07,1.813,challenger,0.5838473,0.41615272
276,2.02,1.847,challenger,0.63237506,0.36762494
277,2.47,1.606,favori,0.71751,0.28249002
278,1.813,2.07,favori,0.4181453,0.5818547
279,16.3,1.053,favori,0.83773994,0.16226006
280,3.1,1.4169999999999998,favori,0.63535845,0.36464155
281,8.98,1.1,favori,0.8078308,0.19216919
282,5.75,1.16,favori,0.8176221,0.18237787
283,2.57,1.571,challenger,0.5654856,0.4345144
284,2.19,1.73,challenger,0.45225543,0.5477446
285,2.54,1.588,favori,0.52776706,0.47223294
286,4.5,1.244,favori,0.72179407,0.27820593
287,1.508,2.77,favori,0.3512731,0.64872694
288,5.28,1.197,challenger,0.72107106,0.27892894
289,2.24,1.704,challenger,0.54902333,0.45097667
290,1.909,1.943,challenger,0.53576267,0.46423733
291,1.98,1.877,favori,0.5999497,0.40005028
292,3.45,1.351,favori,0.865808,0.13419199
293,4.6,1.233,favori,0.7528422,0.24715781
294,1.521,2.72,challenger,0.50607187,0.49392813
295,4.8,1.22,favori,0.80110896,0.19889104
296,1.565,2.59,challenger,0.55254185,0.44745815
297,1.952,1.901,challenger,0.67623293,0.32376707
298,2.3,1.676,favori,0.5169927,0.4830073
299,2.01,1.855,challenger,0.51985145,0.48014855
300,3.15,1.4,favori,0.6780853,0.32191467
301,3.0,1.444,favori,0.57245266,0.42754734
302,2.22,1.714,favori,0.61610895,0.38389105
303,1.595,2.48,favori,0.6140867,0.3859133
304,2.06,1.82,favori,0.59658813,0.40341187
305,5.1,1.204,challenger,0.7583934,0.2416066
306,3.95,1.29,favori,0.7131623,0.2868377
307,5.5,1.1740000000000002,favori,0.7305978,0.2694022
308,1.952,1.901,challenger,0.45639446,0.54360557
309,11.81,1.07,favori,0.75369954,0.24630046
310,1.833,2.04,favori,0.4482838,0.5517162
311,6.0,1.148,favori,0.58764184,0.41235816
312,2.48,1.595,favori,0.7361854,0.26381463
313,4.55,1.238,challenger,0.7739935,0.22600651
314,3.05,1.426,favori,0.5031511,0.49684888
315,3.3,1.364,favori,0.71832764,0.28167236
316,1.99,1.87,favori,0.5840345,0.4159655
317,6.6,1.136,favori,0.74310094,0.25689906
318,2.67,1.535,favori,0.7161741,0.28382587
319,1.526,2.7,challenger,0.4796584,0.52034163
320,2.47,1.599,favori,0.56351304,0.43648696
321,2.57,1.571,favori,0.7172689,0.28273112
322,5.65,1.163,favori,0.8124657,0.18753427
323,5.75,1.16,favori,0.8344009,0.16559911
324,3.83,1.3,challenger,0.7913207,0.20867932
325,3.5,1.339,challenger,0.69627035,0.30372965
326,2.31,1.671,challenger,0.6981677,0.30183232
327,4.65,1.233,favori,0.76457906,0.23542094
328,1.658,2.34,challenger,0.51286024,0.48713976
329,3.0,1.435,favori,0.7117149,0.28828508
330,7.21,1.126,favori,0.7849543,0.21504569
331,3.94,1.287,favori,0.70784867,0.29215133
332,4.99,1.216,favori,0.84520817,0.15479183
333,2.72,1.508,favori,0.6351179,0.3648821
334,3.43,1.347,challenger,0.6755153,0.3244847
335,2.05,1.826,favori,0.56860423,0.43139577
336,2.72,1.513,challenger,0.570999,0.42900097
337,8.3,1.102,favori,0.8129652,0.18703479
338,5.45,1.161,favori,0.77100796,0.22899204
339,4.91,1.219,favori,0.72855246,0.27144754
340,2.5,1.588,challenger,0.7075623,0.29243767
341,5.0,1.19,favori,0.7836721,0.2163279
342,1.763,2.15,favori,0.47609967,0.52390033
343,2.06,1.82,challenger,0.53517723,0.46482277
344,3.95,1.286,favori,0.549203,0.45079702
345,3.37,1.355,favori,0.75252044,0.24747956
346,1.917,1.917,favori,0.5317153,0.46828473
347,1.364,3.35,challenger,0.39292952,0.60707045
348,3.25,1.385,challenger,0.7216293,0.27837068
349,9.0,1.091,favori,0.8741492,0.1258508
350,2.68,1.5319999999999998,favori,0.7866446,0.21335542
351,14.3,1.058,favori,0.889861,0.11013901
352,1.592,2.49,challenger,0.4927148,0.50728524
353,1.408,3.1,favori,0.488921,0.511079
354,3.08,1.42,favori,0.7481238,0.25187618
355,3.8,1.3030000000000002,challenger,0.76464176,0.23535824
356,1.575,2.54,challenger,0.43305224,0.56694776
357,2.08,1.806,favori,0.7343941,0.26560593
358,1.625,2.44,favori,0.48803133,0.5119687
359,2.02,1.833,challenger,0.5429222,0.4570778
360,2.57,1.565,favori,0.7022055,0.29779452
361,6.5,1.143,favori,0.85816234,0.14183766
362,3.0,1.435,favori,0.81923366,0.18076634
363,5.3,1.172,challenger,0.807115,0.19288498
364,2.2,1.735,challenger,0.64469665,0.35530335
365,2.32,1.676,favori,0.5242908,0.4757092
366,1.588,2.52,challenger,0.42754394,0.57245606
367,1.529,2.69,challenger,0.49724615,0.50275385
368,1.465,2.85,favori,0.5107875,0.4892125
369,1.806,2.08,favori,0.5736659,0.42633408
370,1.592,2.49,challenger,0.46618408,0.5338159
371,2.52,1.581,favori,0.5281308,0.47186917
372,5.01,1.21,challenger,0.78634095,0.21365905
373,1.602,2.48,favori,0.43757433,0.5624257
374,6.5,1.138,challenger,0.71477765,0.28522235
375,2.16,1.758,favori,0.5436665,0.45633352
376,3.89,1.2990000000000002,favori,0.8408928,0.15910721
377,4.25,1.263,favori,0.78009915,0.21990085
378,5.35,1.171,challenger,0.8857957,0.11420429
379,5.26,1.169,favori,0.7191667,0.2808333
380,4.05,1.274,challenger,0.64577544,0.35422456
381,1.346,3.44,challenger,0.48904696,0.51095307
382,1.962,1.893,favori,0.4948447,0.5051553
383,2.38,1.641,favori,0.54866236,0.45133764
384,2.98,1.4480000000000002,favori,0.79117477,0.20882523
385,1.962,1.893,favori,0.5017497,0.4982503
386,2.55,1.571,favori,0.74370265,0.25629735
387,2.2,1.725,favori,0.5019028,0.49809718
388,3.18,1.395,challenger,0.77520305,0.22479695
389,1.662,2.35,favori,0.48787266,0.51212734
390,3.45,1.345,favori,0.72181034,0.27818966
391,1.893,1.962,challenger,0.5025064,0.49749362
392,2.17,1.741,challenger,0.4933662,0.50663376
393,6.65,1.138,favori,0.7551424,0.24485761
394,3.5,1.339,favori,0.7369025,0.26309752
395,4.55,1.238,favori,0.71644104,0.28355896
396,2.48,1.595,challenger,0.59978336,0.40021664
397,2.36,1.649,challenger,0.5201226,0.4798774
398,1.621,2.41,favori,0.5262306,0.47376943
399,1.971,1.885,favori,0.57850575,0.42149425
400,3.65,1.317,challenger,0.7897842,0.2102158
401,2.9,1.465,challenger,0.60514677,0.39485323
402,1.746,2.18,challenger,0.44287318,0.5571268
403,2.1,1.794,challenger,0.5020972,0.4979028
404,2.17,1.7519999999999998,favori,0.56400055,0.43599945
405,3.29,1.365,favori,0.75995684,0.24004316
406,1.962,1.893,favori,0.47922042,0.5207796
407,2.29,1.68,favori,0.5271362,0.4728638
408,3.7,1.308,favori,0.70971245,0.29028755
409,1.794,2.1,favori,0.5185524,0.48144758
410,2.11,1.775,favori,0.52108634,0.47891366
411,2.8,1.4880000000000002,challenger,0.55102384,0.44897616
412,3.35,1.364,favori,0.633308,0.366692
413,2.26,1.704,challenger,0.5464768,0.45352322
414,2.45,1.6130000000000002,challenger,0.45770082,0.54229915
415,2.44,1.617,favori,0.6548365,0.34516352
416,3.01,1.4240000000000002,favori,0.62640893,0.37359107
417,3.65,1.3230000000000002,favori,0.7291573,0.27084267
418,3.09,1.418,favori,0.7138795,0.28612047
419,2.32,1.676,challenger,0.57537115,0.42462885
420,1.8,2.09,challenger,0.43367043,0.5663296
421,2.02,1.833,favori,0.58522373,0.41477627
422,2.62,1.556,favori,0.6639931,0.33600688
423,3.15,1.408,favori,0.7108964,0.28910363
424,8.25,1.111,challenger,0.92221266,0.07778734
425,2.85,1.476,challenger,0.74031043,0.25968957
426,3.1,1.4169999999999998,favori,0.736843,0.263157
427,1.952,1.901,challenger,0.60132575,0.39867425
428,3.69,1.304,favori,0.6522325,0.34776747
429,3.35,1.351,favori,0.72303885,0.27696115
430,1.935,1.917,favori,0.52528167,0.47471833
431,3.95,1.2819999999999998,challenger,0.7623171,0.23768288
432,1.813,2.07,challenger,0.5279334,0.47206658
433,2.34,1.6669999999999998,favori,0.46471497,0.535285
434,2.89,1.463,challenger,0.51246625,0.48753375
435,3.3,1.37,favori,0.5302707,0.4697293
436,2.61,1.538,favori,0.68691856,0.31308144
437,2.03,1.84,challenger,0.5627023,0.4372977
438,2.75,1.5,challenger,0.7220187,0.27798128
439,2.89,1.446,favori,0.8068614,0.1931386
440,3.5,1.345,challenger,0.77995324,0.22004676
441,1.725,2.2,challenger,0.70392764,0.29607236
442,2.29,1.68,favori,0.68559456,0.31440544
443,2.22,1.704,favori,0.5220696,0.47793043
444,1.82,2.06,challenger,0.55093986,0.44906014
445,3.65,1.3130000000000002,favori,0.573937,0.426063
446,2.03,1.84,challenger,0.51045036,0.48954964
447,2.37,1.645,favori,0.50634784,0.49365216
448,2.14,1.769,challenger,0.5123341,0.4876659
449,1.5590000000000002,2.59,favori,0.4976737,0.5023263
450,6.82,1.12,favori,0.89176035,0.10823965
451,2.4,1.633,challenger,0.6146057,0.38539428
452,2.39,1.6369999999999998,favori,0.5008903,0.4991097
453,3.28,1.366,favori,0.67577267,0.32422733
454,3.16,1.4069999999999998,favori,0.7173966,0.28260338
455,2.9,1.465,favori,0.6924557,0.3075443
456,3.1,1.408,favori,0.62564147,0.37435853
457,1.826,2.05,favori,0.5142561,0.48574388
458,3.4,1.357,favori,0.6618038,0.33819622
459,3.9,1.294,favori,0.727588,0.272412
460,2.97,1.4409999999999998,favori,0.76143414,0.23856586
461,3.25,1.385,challenger,0.5784861,0.42151392
462,2.47,1.599,challenger,0.647464,0.35253602
463,3.1,1.408,challenger,0.719812,0.28018802
464,2.07,1.813,challenger,0.48485887,0.5151411
465,5.7,1.161,favori,0.79924893,0.20075107
466,2.47,1.599,challenger,0.508662,0.491338
467,3.0,1.4169999999999998,favori,0.76630145,0.23369855
468,3.0,1.426,challenger,0.5672065,0.4327935
469,2.7,1.526,favori,0.545988,0.45401198
470,3.0,1.435,favori,0.7169713,0.28302872
471,5.0,1.2,favori,0.8427564,0.15724361
472,2.04,1.833,favori,0.61324704,0.38675296
473,3.5,1.339,favori,0.637208,0.36279202
474,3.55,1.3330000000000002,favori,0.79312205,0.20687795
475,2.73,1.518,challenger,0.5789446,0.42105538
476,2.32,1.676,challenger,0.515892,0.48410797
477,2.95,1.444,favori,0.775936,0.22406399
478,12.0,1.067,favori,0.87057745,0.12942255
479,3.8,1.3030000000000002,favori,0.65270376,0.34729624
480,1.606,2.47,favori,0.46931538,0.5306846
481,2.08,1.806,challenger,0.5526519,0.44734812
482,1.826,2.05,favori,0.4322818,0.5677182
483,4.15,1.27,favori,0.81452817,0.18547183
484,6.85,1.129,favori,0.8301447,0.1698553
485,1.49,2.74,challenger,0.33852243,0.66147757
486,1.893,1.962,challenger,0.55664706,0.44335294
487,3.65,1.3230000000000002,challenger,0.7100858,0.2899142
488,3.85,1.294,favori,0.66964626,0.33035374
489,3.05,1.426,favori,0.73115313,0.26884687
490,1.565,2.59,favori,0.36323342,0.63676655
491,6.25,1.148,favori,0.84032977,0.15967023
492,2.11,1.787,favori,0.56735706,0.43264294
493,2.44,1.617,favori,0.5251651,0.47483492
494,3.4,1.345,favori,0.7918825,0.20811749
495,2.0,1.847,favori,0.4768792,0.52312076
496,6.0,1.148,challenger,0.78864735,0.21135265
497,6.32,1.149,favori,0.8370954,0.16290462
498,2.12,1.781,favori,0.56175387,0.43824613
499,1.658,2.36,challenger,0.46404582,0.5359542
500,3.2,1.392,favori,0.70311123,0.29688877
501,1.926,1.926,favori,0.6500301,0.34996992
502,2.22,1.725,favori,0.54811054,0.45188946
503,2.21,1.73,challenger,0.58477145,0.41522855
504,2.12,1.781,favori,0.5721061,0.42789388
505,1.385,3.25,favori,0.45173296,0.548267
506,1.588,2.52,favori,0.570782,0.429218
507,2.45,1.6130000000000002,favori,0.602576,0.39742398
508,3.45,1.345,challenger,0.7443186,0.2556814
509,2.25,1.709,favori,0.6246532,0.37534678
510,3.1,1.408,challenger,0.64428234,0.35571766
511,2.48,1.602,favori,0.5945513,0.40544868
512,1.538,2.66,challenger,0.372253,0.627747
513,2.9,1.465,favori,0.7405109,0.25948912
514,11.75,1.07,favori,0.81140715,0.18859285
515,2.52,1.588,challenger,0.5987913,0.4012087
516,3.15,1.4,challenger,0.7016853,0.2983147
517,2.51,1.592,favori,0.57002306,0.42997694
518,1.855,2.01,favori,0.51098144,0.48901856
519,2.0,1.862,challenger,0.5114217,0.48857832
520,1.952,1.901,favori,0.6259226,0.37407738
521,2.02,1.847,challenger,0.48568302,0.514317
522,2.64,1.543,favori,0.5902413,0.4097587
523,2.15,1.7519999999999998,challenger,0.50639445,0.49360555
524,5.1,1.196,favori,0.7157549,0.28424507
525,3.45,1.345,favori,0.75074583,0.24925417
526,3.4,1.357,favori,0.6066697,0.39333028
527,2.51,1.585,favori,0.60371494,0.39628506
528,2.5,1.595,challenger,0.6422424,0.35775763
529,5.4,1.169,favori,0.793907,0.20609301
530,3.5,1.345,favori,0.674258,0.325742
531,3.45,1.351,favori,0.6957295,0.3042705
532,8.75,1.095,favori,0.81678915,0.18321085
533,3.5,1.345,favori,0.7525732,0.24742681
534,2.48,1.602,challenger,0.59576255,0.40423745
535,4.95,1.215,favori,0.776013,0.22398698
536,2.34,1.6669999999999998,favori,0.5237906,0.4762094
537,1.645,2.35,favori,0.45634416,0.5436559
538,2.48,1.602,favori,0.6837525,0.31624752
539,2.52,1.588,challenger,0.5481164,0.4518836
540,3.25,1.385,challenger,0.68081456,0.31918544
