,PS_C,PS_F,Vainqueur,Proba_Favori,Proba_Challenger
27064,2.91,1.47,favori,0.5798159,0.42018408
27065,2.82,1.49,favori,0.78913707,0.21086293
27066,2.45,1.62,challenger,0.6319312,0.3680688
27067,3.44,1.36,favori,0.7331755,0.26682448
27068,5.0,1.21,challenger,0.8174032,0.1825968
27069,2.8,1.5,favori,0.5783472,0.4216528
27070,6.52,1.15,favori,0.7972739,0.20272613
27071,2.25,1.72,challenger,0.59059083,0.40940917
27072,1.29,3.97,favori,0.5256572,0.47434282
27073,2.5,1.6,favori,0.4602977,0.5397023
27074,2.02,1.88,favori,0.6036431,0.39635688
27075,2.22,1.74,favori,0.5651022,0.43489778
27076,6.0,1.17,favori,0.85477924,0.14522076
27077,9.87,1.08,favori,0.7577278,0.2422722
27078,10.71,1.07,favori,0.94389844,0.05610156
27079,10.16,1.08,favori,0.79047763,0.20952237
27080,2.45,1.62,favori,0.6185883,0.38141167
27081,3.92,1.3,challenger,0.8250437,0.17495632
27082,2.37,1.66,favori,0.74633574,0.25366426
27083,1.43,3.08,challenger,0.45699152,0.54300845
27084,2.37,1.66,challenger,0.5375992,0.4624008
27085,3.28,1.39,favori,0.5508627,0.44913727
27086,4.38,1.26,challenger,0.5882201,0.41177988
27087,2.23,1.74,challenger,0.4654226,0.53457737
27088,3.59,1.34,challenger,0.7145859,0.2854141
27089,3.64,1.33,challenger,0.7949724,0.20502758
27090,2.02,1.88,challenger,0.42969006,0.57030994
27091,3.64,1.33,favori,0.6544056,0.3455944
27092,8.37,1.11,favori,0.85770965,0.14229035
27093,2.31,1.69,favori,0.6114268,0.38857323
27094,1.72,2.25,challenger,0.5771182,0.42288178
27095,3.44,1.36,favori,0.60336536,0.39663464
27096,3.05,1.43,favori,0.7339442,0.26605582
27097,5.42,1.19,favori,0.9231152,0.076884806
27098,2.27,1.71,favori,0.6998268,0.30017322
27099,5.63,1.18,favori,0.77958786,0.22041214
27100,4.65,1.24,favori,0.5557935,0.44420648
27101,4.14,1.28,favori,0.73442477,0.26557523
27102,5.77,1.18,favori,0.9119762,0.08802378
27103,1.96,1.96,challenger,0.46580932,0.53419065
27104,1.76,2.21,challenger,0.4428631,0.5571369
27105,6.0,1.17,challenger,0.89018846,0.109811544
27106,2.69,1.54,favori,0.4686737,0.5313263
27107,2.32,1.7,favori,0.6137503,0.38624972
27108,3.03,1.45,favori,0.59325355,0.40674645
27109,3.62,1.34,favori,0.7057702,0.2942298
27110,5.77,1.18,favori,0.6827281,0.3172719
27111,3.06,1.44,challenger,0.70509017,0.29490983
27112,1.45,3.03,challenger,0.524906,0.47509402
27113,3.13,1.43,favori,0.6787753,0.3212247
27114,5.8,1.18,favori,0.7246391,0.27536088
27115,4.85,1.22,favori,0.6325633,0.3674367
27116,2.8,1.5,challenger,0.48768014,0.51231986
27117,1.52,2.73,challenger,0.47846887,0.5215311
27118,1.99,1.92,favori,0.5530206,0.4469794
27119,1.8,2.13,challenger,0.4004801,0.5995199
27120,1.47,2.91,favori,0.61827636,0.38172364
27121,1.72,2.25,challenger,0.47587723,0.5241228
27122,3.17,1.41,favori,0.5240658,0.4759342
27123,5.42,1.19,favori,0.8073627,0.19263732
27124,6.35,1.15,favori,0.7915102,0.20848978
27125,1.35,3.52,challenger,0.48513523,0.5148648
27126,3.74,1.32,challenger,0.5221982,0.4778018
27127,1.92,1.99,challenger,0.53398865,0.46601135
27128,3.27,1.39,challenger,0.8721987,0.1278013
27129,6.76,1.14,favori,0.69732726,0.30267274
27130,3.22,1.4,favori,0.77624375,0.22375625
27131,3.52,1.35,favori,0.70009935,0.29990065
27132,2.86,1.48,favori,0.6963481,0.30365193
27133,7.65,1.12,favori,0.92878306,0.07121694
27134,2.86,1.48,favori,0.6008632,0.39913678
27135,2.0,1.91,favori,0.5034367,0.49656332
27136,2.84,1.49,favori,0.4947294,0.5052706
27137,3.11,1.42,favori,0.67525494,0.32474506
27138,1.81,2.11,favori,0.68660545,0.31339455
27139,3.92,1.3,favori,0.6604091,0.3395909
27140,1.95,1.95,challenger,0.53186136,0.46813864
27141,1.71,2.28,favori,0.5753655,0.42463452
27142,3.27,1.39,favori,0.72989345,0.27010655
27143,3.27,1.39,favori,0.57559174,0.42440826
27144,1.86,2.05,favori,0.4358673,0.5641327
27145,7.42,1.12,favori,0.8239249,0.1760751
27146,4.3,1.26,favori,0.70454925,0.29545075
27147,4.46,1.25,favori,0.7664995,0.23350048
27148,4.05,1.29,favori,0.6979069,0.3020931
27149,2.73,1.52,favori,0.7271682,0.2728318
27150,1.85,2.09,challenger,0.45115927,0.54884076
27151,16.09,1.04,favori,0.6971309,0.30286908
27152,6.16,1.17,favori,0.65428865,0.34571135
27153,4.62,1.25,favori,0.86641806,0.13358194
27154,3.38,1.38,challenger,0.6179188,0.3820812
27155,2.45,1.64,favori,0.4699318,0.53006816
27156,1.65,2.43,favori,0.41888973,0.58111024
27157,2.31,1.7,favori,0.7072835,0.2927165
27158,3.24,1.41,challenger,0.60655653,0.39344347
27159,2.12,1.83,challenger,0.46081847,0.53918153
27160,6.92,1.14,challenger,0.69130355,0.30869645
27161,2.99,1.46,favori,0.7141751,0.2858249
27162,3.55,1.36,favori,0.6844538,0.3155462
27163,2.4,1.66,favori,0.72094375,0.27905625
27164,3.5,1.34,challenger,0.68740356,0.31259644
27165,4.1,1.27,challenger,0.68891144,0.31108856
27166,5.01,1.22,challenger,0.75401187,0.24598813
27167,1.94,1.94,challenger,0.49127048,0.5087295
27168,1.85,2.05,favori,0.47608188,0.52391815
27169,1.3,3.82,challenger,0.4918248,0.5081752
27170,2.02,1.87,challenger,0.54844964,0.45155036
27171,1.65,2.37,challenger,0.5021754,0.4978246
27172,3.57,1.34,favori,0.7334745,0.2665255
27173,2.24,1.71,favori,0.49722534,0.50277466
27174,1.44,2.97,favori,0.46792668,0.5320733
27175,1.43,3.05,challenger,0.4543628,0.5456372
27176,4.67,1.23,favori,0.68792653,0.31207347
27177,1.78,2.16,favori,0.49893495,0.501065
27178,5.39,1.19,challenger,0.8622047,0.13779533
27179,7.74,1.11,favori,0.89331174,0.10668826
27180,3.09,1.42,favori,0.6742934,0.3257066
27181,4.25,1.26,favori,0.70293874,0.29706126
27182,7.06,1.13,favori,0.86576366,0.13423634
27183,1.51,2.73,challenger,0.70880747,0.29119253
27184,2.58,1.56,challenger,0.7480595,0.2519405
27185,4.44,1.24,favori,0.8124232,0.18757677
27186,3.92,1.3,favori,0.6110325,0.3889675
27187,2.3,1.68,favori,0.50234336,0.49765664
27188,5.27,1.19,challenger,0.7265445,0.2734555
27189,3.17,1.41,challenger,0.71374154,0.28625846
27190,6.02,1.17,challenger,0.86964136,0.13035864
27191,4.65,1.24,favori,0.854974,0.14502603
27192,2.2,1.75,challenger,0.5818453,0.41815472
27193,3.45,1.36,favori,0.663945,0.33605498
27194,6.1,1.16,favori,0.8658499,0.13415009
27195,2.73,1.52,favori,0.79638034,0.20361966
27196,1.88,2.02,favori,0.53235424,0.46764576
27197,2.25,1.72,favori,0.6975374,0.30246258
27198,2.11,1.81,favori,0.68806684,0.31193316
27199,3.55,1.36,favori,0.70038325,0.29961675
27200,2.41,1.65,favori,0.53184646,0.46815354
27201,2.97,1.47,favori,0.68434465,0.31565535
27202,2.74,1.53,challenger,0.6821709,0.31782907
27203,4.8,1.23,favori,0.7097417,0.2902583
27204,2.9,1.48,favori,0.51247793,0.48752207
27205,6.46,1.16,favori,0.85766387,0.14233613
27206,2.58,1.58,favori,0.7722814,0.22771859
27207,2.71,1.54,challenger,0.489274,0.510726
27208,4.65,1.24,favori,0.812346,0.18765402
27209,3.92,1.31,favori,0.72136825,0.27863175
27210,4.92,1.22,challenger,0.7700473,0.2299527
27211,4.44,1.26,favori,0.74063826,0.25936174
27212,1.88,2.04,favori,0.5225884,0.47741163
27213,6.05,1.16,favori,0.72213715,0.27786285
27214,2.6,1.56,favori,0.5033512,0.4966488
27215,1.65,2.4,challenger,0.6063537,0.3936463
27216,16.3,1.04,favori,0.83901966,0.16098034
27217,2.8,1.5,favori,0.5749203,0.4250797
27218,2.2,1.75,favori,0.7613996,0.23860037
27219,9.87,1.08,favori,0.77382857,0.22617143
27220,9.35,1.09,favori,0.72060454,0.27939546
27221,2.3,1.69,favori,0.4449203,0.5550797
27222,4.85,1.22,favori,0.7169514,0.28304863
27223,3.22,1.4,challenger,0.83669066,0.16330934
27224,2.09,1.83,challenger,0.4996912,0.5003088
27225,17.65,1.03,favori,0.8395064,0.16049361
27226,7.05,1.13,favori,0.74327284,0.25672716
27227,2.18,1.77,favori,0.6163905,0.38360947
27228,1.16,6.2,favori,0.3334117,0.6665883
27229,6.16,1.16,favori,0.6519205,0.3480795
27230,1.52,2.73,favori,0.60891825,0.39108175
27231,1.49,2.84,favori,0.48025897,0.51974106
27232,2.76,1.51,favori,0.6899897,0.3100103
27233,3.25,1.4,favori,0.79589903,0.20410097
27234,8.02,1.11,favori,0.76769453,0.23230547
27235,1.72,2.25,challenger,0.52782476,0.47217524
27236,22.73,1.02,favori,0.9132467,0.08675331
27237,5.0,1.21,favori,0.72429913,0.27570087
27238,1.74,2.22,challenger,0.7134876,0.28651237
27239,1.25,4.46,challenger,0.50481963,0.49518037
27240,1.43,3.05,challenger,0.54161644,0.45838356
27241,8.67,1.1,favori,0.8229355,0.17706448
27242,7.05,1.13,favori,0.75491524,0.24508476
27243,2.95,1.46,challenger,0.56151134,0.43848866
27244,5.0,1.21,favori,0.7660464,0.2339536
27245,10.44,1.08,favori,0.8920665,0.10793352
27246,3.44,1.36,challenger,0.7115705,0.2884295
27247,1.93,1.97,challenger,0.5040236,0.4959764
27248,22.73,1.02,favori,0.9572536,0.042746425
27249,3.35,1.38,challenger,0.74774593,0.25225407
27250,4.65,1.24,favori,0.7741895,0.22581053
27251,5.24,1.2,favori,0.7556625,0.2443375
27252,3.56,1.34,favori,0.6149048,0.38509518
27253,8.67,1.1,favori,0.7230089,0.27699113
27254,5.55,1.18,favori,0.8717003,0.12829971
27255,6.02,1.17,favori,0.7127646,0.28723538
27256,1.03,17.65,challenger,0.24067968,0.7593203
27257,1.45,3.0,challenger,0.47290328,0.52709675
27258,5.23,1.2,challenger,0.7502544,0.2497456
27259,2.62,1.56,favori,0.69829,0.30171
27260,1.99,1.92,challenger,0.5174629,0.4825371
27261,2.02,1.88,challenger,0.55796355,0.44203645
27262,13.9,1.05,favori,0.9106257,0.089374304
27263,2.27,1.71,challenger,0.44627818,0.5537218
27264,6.35,1.15,favori,0.708159,0.29184097
27265,24.52,1.02,favori,0.94660234,0.053397655
27266,2.37,1.66,challenger,0.43367776,0.5663222
27267,6.7,1.14,favori,0.7593945,0.24060547
27268,3.64,1.33,favori,0.7307877,0.2692123
27269,8.83,1.1,favori,0.80352986,0.19647014
27270,13.44,1.05,favori,0.9189067,0.08109331
27271,24.52,1.02,favori,0.91962516,0.08037484
27272,1.88,2.02,challenger,0.557322,0.44267797
27273,6.35,1.15,favori,0.78792727,0.21207273
27274,1.77,2.18,challenger,0.5903084,0.40969157
27275,6.02,1.17,favori,0.7330271,0.2669729
27276,13.9,1.05,favori,0.91074216,0.08925784
27277,1.56,2.61,favori,0.59107035,0.40892965
27278,15.92,1.04,favori,0.85177565,0.14822435
27279,22.73,1.02,challenger,0.9195727,0.08042729
27280,2.28,1.71,favori,0.5701642,0.4298358
27281,8.04,1.11,favori,0.7293523,0.2706477
27282,3.9,1.3,favori,0.7025301,0.2974699
27283,8.67,1.1,favori,0.7250929,0.2749071
27284,8.17,1.11,favori,0.7806181,0.21938193
27285,3.33,1.38,challenger,0.7009352,0.29906482
27286,3.16,1.41,favori,0.6969078,0.30309218
27287,10.16,1.08,favori,0.9044183,0.09558171
27288,3.78,1.32,favori,0.69710743,0.30289257
27289,5.66,1.18,favori,0.76831365,0.23168635
27290,4.12,1.28,favori,0.78467095,0.21532905
27291,4.31,1.26,challenger,0.7418905,0.2581095
27292,3.27,1.39,favori,0.69153625,0.30846375
27293,2.52,1.6,challenger,0.5741359,0.4258641
27294,16.99,1.04,favori,0.9219783,0.078021705
27295,3.88,1.3,favori,0.6340655,0.3659345
27296,2.07,1.86,challenger,0.58396745,0.41603255
27297,11.6,1.07,favori,0.89388686,0.106113136
27298,8.73,1.1,favori,0.68599755,0.31400245
27299,27.78,1.02,favori,0.90631855,0.093681455
27300,2.36,1.68,challenger,0.48617536,0.51382464
27301,3.2,1.41,favori,0.57795006,0.42204994
27302,5.45,1.2,favori,0.73419136,0.26580864
27303,1.72,2.27,challenger,0.41006342,0.5899366
27304,3.5,1.36,favori,0.95995146,0.04004854
27305,2.57,1.58,challenger,0.48911315,0.51088685
27306,4.15,1.28,favori,0.72654647,0.27345353
27307,14.88,1.05,favori,0.81511605,0.18488395
27308,7.47,1.13,favori,0.8784859,0.12151408
27309,21.1,1.03,favori,0.83279717,0.16720283
27310,2.14,1.81,challenger,0.66935194,0.33064806
27311,2.74,1.53,challenger,0.6444038,0.35559618
27312,3.71,1.33,favori,0.75642264,0.24357736
27313,6.92,1.14,favori,0.866827,0.13317299
27314,2.33,1.69,favori,0.70185095,0.29814905
27315,3.28,1.4,favori,0.6864512,0.3135488
27316,3.14,1.43,favori,0.5173629,0.4826371
27317,4.55,1.25,favori,0.68700314,0.31299686
27318,3.0,1.46,challenger,0.72617203,0.27382797
27319,1.75,2.25,challenger,0.6815061,0.3184939
27320,4.61,1.25,favori,0.69098127,0.30901873
27321,1.21,5.3,challenger,0.3098996,0.69010043
27322,2.05,1.85,challenger,0.45749894,0.5425011
27323,3.74,1.31,favori,0.575914,0.42408597
27324,7.14,1.12,favori,0.5845194,0.4154806
27325,1.74,2.2,favori,0.54573005,0.45426995
27326,2.14,1.78,favori,0.6513128,0.34868717
27327,5.22,1.19,favori,0.7922982,0.2077018
27328,2.09,1.81,challenger,0.42943484,0.57056516
27329,1.93,1.96,challenger,0.4792719,0.5207281
27330,2.82,1.48,favori,0.4485479,0.5514521
27331,2.02,1.87,challenger,0.520987,0.47901303
27332,2.62,1.54,challenger,0.5457114,0.4542886
27333,1.68,2.3,challenger,0.68216264,0.31783736
27334,5.65,1.17,favori,0.5751179,0.4248821
27335,2.67,1.53,favori,0.53428,0.46572
27336,1.99,1.9,challenger,0.58441466,0.41558534
27337,3.27,1.38,challenger,0.5277821,0.47221792
27338,1.71,2.24,favori,0.4679926,0.5320074
27339,1.68,2.3,challenger,0.4384177,0.5615823
27340,2.37,1.65,challenger,0.7490109,0.25098908
27341,2.3,1.68,favori,0.571617,0.428383
27342,5.13,1.21,challenger,0.5799897,0.42001033
27343,11.88,1.06,challenger,0.8564277,0.14357227
27344,2.52,1.6,favori,0.6499708,0.35002917
27345,3.91,1.3,favori,0.7118211,0.28817892
27346,2.95,1.46,favori,0.6493187,0.3506813
27347,3.03,1.44,favori,0.62703115,0.37296885
27348,1.62,2.45,challenger,0.68939507,0.31060493
27349,4.77,1.23,favori,0.6857849,0.31421512
27350,2.9,1.47,favori,0.5319874,0.46801257
27351,3.22,1.4,favori,0.6710588,0.32894123
27352,3.74,1.32,challenger,0.66952693,0.33047307
27353,2.3,1.69,favori,0.66874266,0.33125734
27354,4.3,1.26,favori,0.6733047,0.32669532
27355,2.45,1.62,favori,0.8774749,0.122525096
27356,5.55,1.18,favori,0.69087535,0.30912465
27357,2.55,1.6,favori,0.6160473,0.38395268
27358,1.65,2.42,favori,0.58909667,0.41090333
27359,4.72,1.24,favori,0.7665403,0.23345971
27360,8.01,1.12,favori,0.80277437,0.19722563
27361,2.92,1.48,favori,0.64711934,0.35288066
27362,3.13,1.43,favori,0.63748085,0.36251915
27363,3.1,1.43,challenger,0.6806187,0.3193813
27364,1.54,2.7,favori,0.53108114,0.46891886
27365,1.63,2.47,challenger,0.4494159,0.5505841
27366,2.44,1.64,favori,0.65256274,0.34743726
27367,2.92,1.48,challenger,0.6996675,0.3003325
27368,3.5,1.36,challenger,0.67398,0.32602
27369,1.8,2.15,challenger,0.3733232,0.6266768
27370,1.79,2.17,favori,0.6094456,0.39055443
27371,4.74,1.22,favori,0.7953893,0.2046107
27372,4.8,1.22,favori,0.70166945,0.29833055
27373,4.02,1.28,favori,0.74059093,0.25940907
27374,3.09,1.42,challenger,0.66299117,0.33700883
27375,4.9,1.21,favori,0.73628855,0.26371145
27376,2.33,1.67,challenger,0.7550706,0.24492937
27377,2.73,1.51,challenger,0.6394882,0.36051178
27378,2.16,1.76,challenger,0.5904796,0.4095204
27379,6.81,1.13,favori,0.8824947,0.11750531
27380,8.95,1.09,favori,0.7236581,0.27634192
27381,8.95,1.09,challenger,0.8426993,0.15730071
27382,3.34,1.37,challenger,0.75015193,0.24984807
27383,2.4,1.63,challenger,0.6164687,0.38353127
27384,1.81,2.1,favori,0.5027469,0.49725312
27385,15.42,1.04,challenger,0.91002166,0.08997834
27386,5.64,1.17,favori,0.7896459,0.21035409
27387,2.61,1.55,favori,0.7023125,0.29768747
27388,1.58,2.51,favori,0.45412475,0.54587525
27389,16.01,1.03,favori,0.9214462,0.078553796
27390,2.32,1.67,favori,0.73250204,0.26749796
27391,11.82,1.06,favori,0.83218706,0.16781294
27392,2.02,1.87,challenger,0.7245485,0.27545148
27393,1.96,1.93,favori,0.46305662,0.5369434
27394,2.1,1.81,challenger,0.46323144,0.53676856
27395,1.76,2.16,challenger,0.6362857,0.36371428
27396,2.85,1.47,favori,0.68781155,0.31218845
27397,3.0,1.44,favori,0.75571054,0.24428946
27398,3.5,1.34,challenger,0.7743223,0.22567773
27399,2.8,1.5,challenger,0.5527766,0.44722342
27400,5.31,1.2,favori,0.81287694,0.18712306
27401,4.8,1.23,favori,0.7128363,0.28716367
27402,1.92,1.99,challenger,0.598329,0.401671
27403,3.33,1.38,favori,0.7556652,0.24433482
27404,4.69,1.23,challenger,0.8206918,0.17930818
27405,2.64,1.55,favori,0.7131267,0.28687328
27406,3.17,1.41,favori,0.69566,0.30434
27407,3.3,1.39,favori,0.54790884,0.45209116
27408,2.44,1.63,favori,0.7501102,0.24988979
27409,3.64,1.33,favori,0.7419814,0.2580186
27410,9.28,1.09,favori,0.8152255,0.18477452
27411,6.9,1.14,favori,0.8134499,0.18655008
27412,2.56,1.58,challenger,0.77446437,0.22553563
27413,2.33,1.67,challenger,0.5842306,0.4157694
27414,2.47,1.63,favori,0.6027319,0.39726812
27415,7.32,1.13,favori,0.6827364,0.3172636
27416,2.8,1.51,favori,0.7212647,0.27873528
27417,3.41,1.38,favori,0.6756327,0.32436728
27418,9.81,1.09,favori,0.8839202,0.11607981
27419,4.14,1.29,favori,0.63225955,0.36774045
27420,1.86,2.07,challenger,0.53036094,0.46963906
27421,3.92,1.31,favori,0.745974,0.254026
27422,2.81,1.51,favori,0.5028366,0.49716341
27423,2.28,1.72,challenger,0.4866599,0.5133401
27424,3.39,1.38,favori,0.6498377,0.35016233
27425,10.2,1.09,favori,0.81615436,0.18384564
27426,3.3,1.4,challenger,0.6272342,0.37276578
27427,2.05,1.85,favori,0.5183457,0.4816543
27428,1.71,2.24,challenger,0.50543123,0.49456877
27429,2.95,1.47,favori,0.6731418,0.32685822
27430,2.58,1.56,challenger,0.67085576,0.32914424
27431,1.65,2.37,challenger,0.5033427,0.4966573
27432,5.85,1.17,favori,0.6880969,0.31190312
27433,4.02,1.28,favori,0.70085406,0.29914594
27434,1.58,2.51,favori,0.5211451,0.4788549
27435,2.14,1.78,challenger,0.47934106,0.52065897
27436,4.74,1.22,challenger,0.68233025,0.31766975
27437,1.94,1.94,favori,0.67359436,0.32640564
27438,3.1,1.41,challenger,0.6523365,0.34766352
27439,2.4,1.63,favori,0.67278874,0.32721126
27440,1.5,2.76,challenger,0.48736212,0.51263785
27441,1.81,2.1,challenger,0.65794396,0.34205604
27442,2.07,1.83,challenger,0.52228105,0.47771895
27443,2.86,1.48,favori,0.5411411,0.4588589
27444,8.05,1.11,favori,0.75339425,0.24660575
27445,9.35,1.09,challenger,0.8836769,0.11632311
27446,3.85,1.31,favori,0.4627217,0.5372783
27447,5.24,1.2,favori,0.8516246,0.14837539
27448,5.73,1.17,favori,0.8413451,0.15865493
27449,2.94,1.45,challenger,0.58135134,0.41864866
27450,3.5,1.34,favori,0.67304975,0.32695025
27451,5.0,1.21,challenger,0.65229154,0.34770846
27452,3.02,1.44,favori,0.6825248,0.3174752
27453,1.75,2.2,challenger,0.6758916,0.32410842
27454,2.05,1.86,challenger,0.5240107,0.47598928
27455,1.88,2.02,challenger,0.46135014,0.53864986
27456,8.4,1.1,favori,0.7502897,0.24971032
27457,1.6,2.5,favori,0.51815456,0.48184544
27458,8.77,1.1,favori,0.83783805,0.16216195
27459,2.01,1.92,challenger,0.5297352,0.4702648
27460,2.58,1.58,favori,0.6850443,0.3149557
27461,1.75,2.23,challenger,0.34776616,0.65223384
27462,2.37,1.66,challenger,0.5438061,0.45619392
27463,5.42,1.19,favori,0.6481475,0.35185248
27464,3.44,1.36,favori,0.781763,0.21823698
27465,1.9,2.01,challenger,0.47933364,0.52066636
27466,3.19,1.42,favori,0.7222488,0.2777512
27467,6.16,1.17,favori,0.6649739,0.3350261
27468,2.65,1.56,challenger,0.58614576,0.41385424
27469,3.41,1.38,favori,0.70985305,0.29014695
27470,1.82,2.13,favori,0.4087419,0.5912581
27471,5.65,1.19,favori,0.88254607,0.11745393
27472,1.95,1.97,favori,0.4787242,0.52127576
27473,2.41,1.65,challenger,0.49780726,0.50219274
27474,5.41,1.2,favori,0.7984084,0.20159161
27475,1.74,2.22,challenger,0.5918417,0.4081583
27476,5.0,1.21,favori,0.7241604,0.27583963
27477,5.77,1.17,favori,0.6436347,0.35636532
27478,12.98,1.06,favori,0.8772144,0.12278563
27479,2.82,1.49,challenger,0.49066973,0.5093303
27480,3.48,1.36,challenger,0.69007087,0.30992913
27481,6.48,1.15,favori,0.8594837,0.14051628
27482,2.66,1.54,favori,0.70259124,0.29740876
27483,1.95,1.95,challenger,0.47230965,0.52769035
27484,13.44,1.05,favori,0.75487745,0.24512255
27485,8.67,1.1,favori,0.79325515,0.20674485
27486,3.45,1.36,favori,0.5669485,0.43305153
27487,5.96,1.17,favori,0.738938,0.26106203
27488,1.48,2.86,challenger,0.47186875,0.52813125
27489,2.6,1.56,favori,0.4731608,0.5268392
27490,2.16,1.78,favori,0.5690743,0.43092573
27491,6.35,1.15,favori,0.80606997,0.19393003
27492,2.8,1.5,favori,0.6976442,0.30235583
27493,17.65,1.03,favori,0.8410565,0.15894347
27494,13.0,1.06,favori,0.89275944,0.10724056
27495,1.56,2.6,challenger,0.4389407,0.5610593
27496,1.38,3.35,challenger,0.47475752,0.52524245
27497,1.89,2.02,favori,0.43554822,0.5644518
27498,5.0,1.21,favori,0.93129754,0.06870246
27499,1.95,1.95,favori,0.66419756,0.33580244
27500,4.85,1.22,favori,0.73337287,0.26662713
27501,2.85,1.49,challenger,0.75267065,0.24732935
27502,3.05,1.44,favori,0.7621488,0.2378512
27503,10.44,1.08,favori,0.725907,0.27409297
27504,3.69,1.33,favori,0.48082206,0.5191779
27505,3.39,1.37,favori,0.773919,0.22608101
27506,10.84,1.07,favori,0.89338684,0.10661316
27507,7.42,1.12,favori,0.7965325,0.20346749
27508,3.85,1.31,favori,0.7113998,0.2886002
27509,3.11,1.42,challenger,0.57741433,0.42258567
27510,3.05,1.43,favori,0.6264543,0.3735457
27511,7.55,1.12,challenger,0.74024415,0.25975585
27512,1.77,2.18,challenger,0.5282866,0.47171342
27513,1.5,2.8,challenger,0.4748556,0.5251444
27514,1.81,2.11,favori,0.50633866,0.49366134
27515,5.0,1.21,favori,0.8092481,0.19075191
27516,7.73,1.12,favori,0.72669995,0.27330005
27517,1.78,2.16,favori,0.64650124,0.35349876
27518,1.21,5.08,challenger,0.48261258,0.5173874
27519,2.6,1.56,challenger,0.51341367,0.48658633
27520,5.35,1.19,favori,0.7513771,0.2486229
27521,11.25,1.07,favori,0.8503145,0.1496855
27522,1.94,1.96,favori,0.70556134,0.29443866
27523,9.1,1.09,favori,0.85977924,0.14022076
27524,3.89,1.3,favori,0.6266366,0.37336338
27525,3.49,1.36,challenger,0.72768915,0.27231085
27526,2.34,1.68,favori,0.49089935,0.5091007
27527,9.35,1.09,favori,0.7820538,0.21794617
27528,3.33,1.38,favori,0.61823046,0.38176954
27529,6.35,1.15,challenger,0.68706656,0.31293344
27530,7.73,1.12,favori,0.75893164,0.24106836
27531,5.0,1.21,favori,0.6855986,0.3144014
27532,6.02,1.17,favori,0.80174446,0.19825554
27533,8.67,1.1,favori,0.8207524,0.17924762
27534,6.7,1.14,favori,0.8268946,0.17310542
27535,5.65,1.18,favori,0.7827686,0.2172314
27536,1.76,2.2,favori,0.44220263,0.5577974
27537,5.91,1.17,challenger,0.8675927,0.13240731
27538,34.05,1.01,favori,0.8853605,0.11463952
27539,8.3,1.11,favori,0.8685609,0.13143909
27540,1.61,2.49,challenger,0.48809436,0.51190567
27541,2.37,1.66,favori,0.7049402,0.2950598
27542,12.02,1.06,favori,0.78952825,0.21047175
27543,4.65,1.24,favori,0.7571089,0.24289107
27544,7.05,1.13,favori,0.7485583,0.25144172
27545,27.22,1.01,favori,0.93437207,0.06562793
27546,4.65,1.24,favori,0.7431507,0.2568493
27547,6.87,1.14,challenger,0.8670111,0.13298893
27548,4.85,1.22,favori,0.719504,0.280496
27549,5.42,1.19,challenger,0.73475945,0.26524055
27550,7.04,1.13,favori,0.6785176,0.32148242
27551,2.04,1.87,challenger,0.4626427,0.53735733
27552,6.31,1.16,favori,0.7808572,0.2191428
27553,9.22,1.1,favori,0.75786877,0.24213123
27554,11.49,1.07,favori,0.83197355,0.16802645
27555,3.22,1.41,favori,0.7221921,0.2778079
27556,6.16,1.17,favori,0.6928171,0.3071829
27557,3.06,1.44,challenger,0.5698199,0.43018007
27558,1.82,2.13,favori,0.49210504,0.507895
27559,9.14,1.1,favori,0.9296838,0.070316195
27560,8.19,1.11,favori,0.7856175,0.21438253
27561,13.84,1.06,favori,0.88351023,0.11648977
27562,5.22,1.21,favori,0.73373425,0.26626575
27563,17.22,1.04,favori,0.8427957,0.15720427
27564,8.37,1.11,favori,0.6507314,0.34926862
27565,4.48,1.26,challenger,0.69134736,0.30865264
27566,3.62,1.34,challenger,0.7063145,0.2936855
27567,4.8,1.23,favori,0.56450135,0.43549865
27568,1.73,2.26,favori,0.41893512,0.5810649
27569,7.5,1.13,favori,0.8400916,0.15990841
27570,1.84,2.1,challenger,0.5284885,0.47151148
27571,8.03,1.12,challenger,0.7948453,0.20515472
27572,2.04,1.88,favori,0.37870166,0.6212983
27573,5.61,1.19,favori,0.7937313,0.20626873
27574,15.55,1.05,favori,0.872133,0.12786698
27575,5.14,1.21,favori,0.74194217,0.25805783
27576,4.92,1.22,favori,0.56671494,0.43328506
27577,5.57,1.19,challenger,0.80832946,0.19167054
27578,3.95,1.31,favori,0.65682566,0.34317434
27579,8.04,1.12,favori,0.7659806,0.2340194
27580,4.6,1.25,favori,0.7101486,0.28985143
27581,2.46,1.61,challenger,0.7581677,0.24183232
27582,3.62,1.33,challenger,0.5690743,0.43092573
27583,1.55,2.61,challenger,0.5083023,0.49169773
27584,2.45,1.61,favori,0.5218976,0.4781024
27585,3.48,1.35,favori,0.75411546,0.24588454
27586,2.99,1.44,favori,0.629082,0.37091798
27587,1.4,3.18,challenger,0.5465339,0.45346612
27588,2.24,1.71,favori,0.49289832,0.50710166
27589,2.0,1.89,challenger,0.7535354,0.24646461
27590,1.91,1.98,challenger,0.5023652,0.49763483
27591,1.74,2.21,challenger,0.4982791,0.5017209
27592,2.37,1.65,favori,0.39877528,0.6012247
27593,1.9,1.99,challenger,0.48997852,0.51002145
27594,2.79,1.49,challenger,0.53673214,0.46326786
