,PS_C,PS_F,Vainqueur,Prediction,Proba_Challenger,Proba_Favori
25226,3.32,1.39,favori,favori,0.31196558,0.6880344
25227,5.65,1.19,favori,favori,0.1365413,0.8634587
25228,8.01,1.12,favori,favori,0.14279938,0.8572006
25229,4.72,1.24,favori,favori,0.1642521,0.8357479
25230,2.14,1.75,favori,favori,0.49352992,0.5064701
25231,31.3,1.01,challenger,favori,0.039052308,0.9609477
25232,2.21,1.71,challenger,favori,0.49353445,0.50646555
25233,2.26,1.73,favori,favori,0.37641537,0.6235846
25234,1.22,5.05,favori,challenger,0.63254154,0.36745843
25235,4.07,1.28,favori,favori,0.25508744,0.74491256
25236,3.51,1.36,favori,favori,0.2737903,0.7262097
25237,2.96,1.47,favori,favori,0.3588053,0.6411947
25238,1.44,3.06,challenger,favori,0.49176168,0.5082383
25239,3.5,1.36,challenger,favori,0.47278738,0.5272126
25240,5.58,1.19,favori,favori,0.09067863,0.90932137
25241,1.68,2.36,favori,favori,0.4967227,0.5032773
25242,6.79,1.15,favori,favori,0.117993295,0.8820067
25243,5.14,1.21,favori,favori,0.29866195,0.70133805
25244,4.55,1.24,favori,favori,0.17377824,0.82622176
25245,3.7,1.33,favori,favori,0.17972982,0.8202702
25246,3.85,1.32,favori,favori,0.1714676,0.8285324
25247,4.35,1.27,favori,favori,0.23980749,0.7601925
25248,8.01,1.12,favori,favori,0.13423413,0.86576587
25249,6.75,1.15,favori,favori,0.13702261,0.8629774
25250,2.55,1.55,challenger,favori,0.26117206,0.73882794
25251,4.36,1.27,favori,favori,0.15908289,0.8409171
25252,3.82,1.3,favori,challenger,0.5167469,0.48325315
25253,3.09,1.42,favori,favori,0.37602097,0.62397903
25254,20.52,1.02,favori,favori,0.38330466,0.61669534
25255,2.25,1.68,favori,favori,0.4575534,0.5424466
25256,3.9,1.29,challenger,favori,0.23195535,0.76804465
25257,1.68,2.3,challenger,challenger,0.5031786,0.4968214
