,PS_C,PS_F,Vainqueur,Prediction,Proba_Challenger,Proba_Favori
15371,4.18,1.28,favori,favori,0.35768628845572925,0.6423137115442707
15372,5.34,1.2,favori,favori,0.3949594351162451,0.6050405648837549
15373,41.0,1.01,favori,favori,0.1305968899309108,0.8694031100690892
15374,3.27,1.4,favori,favori,0.34045298440600025,0.6595470155939998
15375,7.72,1.12,favori,favori,0.28033899087767467,0.7196610091223253
15376,1.43,3.05,challenger,challenger,0.5310438987279511,0.4689561012720489
15377,1.99,1.9,favori,challenger,0.550667879337471,0.44933212066252903
15378,2.29,1.69,favori,favori,0.4934556054592204,0.5065443945407796
15379,1.36,3.41,challenger,challenger,0.5928799948865071,0.40712000511349294
15380,2.46,1.61,favori,favori,0.4791136418520988,0.5208863581479012
15381,2.39,1.64,favori,favori,0.3450983294533624,0.6549016705466376
15382,1.77,2.16,favori,favori,0.39960228305123113,0.6003977169487689
15383,3.18,1.4,favori,favori,0.42239759810317323,0.5776024018968268
15384,8.01,1.11,favori,favori,0.22303313514565193,0.7769668648543481
15385,1.71,2.25,challenger,favori,0.4723876656452237,0.5276123343547763
15386,4.44,1.24,favori,favori,0.3425454297458522,0.6574545702541478
15387,4.46,1.24,favori,favori,0.28308857221724326,0.7169114277827567
15388,2.24,1.71,favori,favori,0.26486561863755154,0.7351343813624485
15389,1.66,2.35,challenger,challenger,0.7074723429619547,0.29252765703804534
15390,4.36,1.25,favori,favori,0.34311230287596794,0.656887697124032
15391,2.48,1.6,challenger,favori,0.33780278927329854,0.6621972107267015
15392,6.39,1.15,challenger,favori,0.2763551536525026,0.7236448463474974
15393,1.56,2.57,challenger,challenger,0.6043594359584585,0.3956405640415414
15394,1.91,1.98,challenger,challenger,0.5759818512380428,0.4240181487619572
15395,1.93,1.95,favori,favori,0.4396735484609322,0.5603264515390678
15396,2.61,1.55,favori,favori,0.2833966859139978,0.7166033140860022
15397,3.47,1.35,challenger,favori,0.26025190813115273,0.7397480918688473
15398,2.94,1.45,favori,challenger,0.503263728490317,0.49673627150968297
15399,5.07,1.2,favori,favori,0.20080053097400685,0.7991994690259931
15400,10.16,1.07,challenger,favori,0.10365280434375834,0.8963471956562417
15401,7.54,1.12,favori,favori,0.18507254588891464,0.8149274541110854
15402,2.71,1.52,favori,favori,0.41573993596012015,0.5842600640398798
15403,2.63,1.54,favori,favori,0.31276500185333767,0.6872349981466623
15404,2.67,1.54,challenger,favori,0.41801761826060335,0.5819823817393966
15405,1.56,2.62,challenger,favori,0.46513824740438414,0.5348617525956159
15406,2.61,1.56,challenger,favori,0.29129519849265684,0.7087048015073432
15407,5.98,1.17,favori,favori,0.11461781283162842,0.8853821871683716
15408,2.42,1.64,favori,challenger,0.5095848993643681,0.4904151006356319
15409,5.16,1.2,favori,favori,0.3818951649123483,0.6181048350876517
15410,2.81,1.5,favori,favori,0.37394927042982373,0.6260507295701763
15411,41.0,1.01,favori,favori,0.07208728766808126,0.9279127123319187
15412,2.12,1.81,challenger,favori,0.27843943586617304,0.721560564133827
15413,4.72,1.23,favori,favori,0.18092681016639067,0.8190731898336093
15414,2.71,1.53,favori,favori,0.3356215481431831,0.6643784518568169
15415,4.04,1.29,challenger,favori,0.4686634409148728,0.5313365590851272
15416,2.09,1.83,favori,challenger,0.6620918348181595,0.3379081651818406
15417,4.97,1.22,favori,favori,0.2829794935929507,0.7170205064070493
15418,3.64,1.33,challenger,favori,0.2701964488920535,0.7298035511079465
15419,1.5,2.8,favori,favori,0.4225641189786806,0.5774358810213194
15420,3.88,1.3,favori,favori,0.2111697865206693,0.7888302134793307
15421,3.28,1.39,favori,favori,0.2417744046407665,0.7582255953592335
15422,4.18,1.27,favori,favori,0.2318494033112941,0.7681505966887059
15423,3.03,1.44,favori,favori,0.1949000590929617,0.8050999409070383
15424,2.25,1.72,favori,favori,0.41163101554724457,0.5883689844527554
15425,5.98,1.17,favori,favori,0.21954291936954695,0.780457080630453
15426,4.12,1.28,favori,favori,0.28679436843125417,0.7132056315687458
15427,1.56,2.65,challenger,challenger,0.5010639075878434,0.4989360924121567
15428,1.65,2.43,challenger,challenger,0.5225235352384854,0.4774764647615146
15429,3.37,1.38,favori,favori,0.24440615248524955,0.7555938475147504
15430,3.88,1.31,challenger,favori,0.4478906788764694,0.5521093211235306
15431,2.32,1.7,challenger,challenger,0.5655010649798226,0.43449893502017745
15432,3.51,1.36,challenger,favori,0.2491077843124465,0.7508922156875535
15433,3.75,1.25,favori,favori,0.405416101154357,0.594583898845643
15434,31.0,1.01,favori,favori,0.06545263339594276,0.9345473666040572
15435,1.53,2.37,challenger,challenger,0.6262794519338553,0.3737205480661447
15436,2.23,1.76,challenger,favori,0.44839022457753563,0.5516097754224644
15437,1.9,2.03,favori,favori,0.44946223318271517,0.5505377668172848
15438,4.51,1.25,favori,favori,0.16791444621715101,0.832085553782849
15439,2.8,1.51,challenger,favori,0.4180820809111704,0.5819179190888296
15440,3.24,1.41,favori,favori,0.44407939494650195,0.555920605053498
15441,3.49,1.36,favori,favori,0.21577042576670002,0.7842295742333
15442,2.97,1.45,favori,favori,0.36242588567787637,0.6375741143221236
15443,3.22,1.4,challenger,favori,0.3867884186183145,0.6132115813816855
15444,2.7,1.53,challenger,favori,0.3570355832032267,0.6429644167967733
15445,1.72,2.27,challenger,challenger,0.5189580827472546,0.48104191725274537
15446,1.36,3.54,challenger,challenger,0.7821095018873309,0.2178904981126691
15447,15.75,1.04,favori,favori,0.1267678532010491,0.8732321467989509
15448,2.99,1.45,challenger,favori,0.2478599130106266,0.7521400869893734
15449,4.46,1.25,challenger,favori,0.18586109680132745,0.8141389031986725
15450,4.81,1.22,challenger,favori,0.12847875485895666,0.8715212451410433
15451,2.9,1.47,favori,favori,0.3694612332017353,0.6305387667982647
15452,2.6,1.56,challenger,favori,0.24306155574812593,0.7569384442518741
15453,2.29,1.69,challenger,favori,0.2813505691512742,0.7186494308487258
15454,2.9,1.47,favori,favori,0.28966150491533327,0.7103384950846667
15455,5.0,1.21,challenger,favori,0.40379449754402597,0.596205502455974
15456,2.85,1.49,challenger,favori,0.2783760859672654,0.7216239140327346
15457,2.92,1.47,favori,favori,0.2828423988396134,0.7171576011603866
15458,2.21,1.75,challenger,challenger,0.5747868946770532,0.42521310532294676
15459,4.34,1.26,challenger,favori,0.25793997273365576,0.7420600272663442
15460,1.39,3.28,favori,favori,0.4970052847745735,0.5029947152254265
15461,1.71,2.27,challenger,favori,0.4902185555084647,0.5097814444915353
15462,21.0,1.02,favori,favori,0.11727186213376517,0.8827281378662348
15463,2.2,1.75,favori,favori,0.40134196673842526,0.5986580332615747
15464,2.53,1.59,challenger,favori,0.4127950853499386,0.5872049146500614
15465,3.23,1.4,favori,favori,0.18286922935999095,0.817130770640009
15466,10.25,1.08,challenger,favori,0.2433615900636702,0.7566384099363298
15467,2.93,1.47,favori,favori,0.4402099043883797,0.5597900956116203
15468,1.95,1.95,favori,favori,0.4583089942389048,0.5416910057610952
15469,1.18,5.57,challenger,challenger,0.7977554856021841,0.2022445143978159
15470,2.08,1.83,favori,favori,0.460065423598629,0.539934576401371
15471,1.81,2.11,challenger,favori,0.395026480366964,0.604973519633036
15472,3.64,1.33,challenger,favori,0.3167948864929323,0.6832051135070677
15473,3.22,1.4,favori,favori,0.29579033404894306,0.7042096659510569
15474,6.34,1.15,favori,favori,0.16469197489947118,0.8353080251005288
15475,1.41,3.18,challenger,challenger,0.7582304926053551,0.24176950739464487
