,PS_F,PS_C,Vainqueur,Prediction,Proba_Challenger,Proba_Favori
19631,1.3019999999999998,4.01,favori,favori,0.36493598365508095,0.6350640163449192
19632,1.208,5.4,favori,challenger,0.782525096145685,0.21747490385431587
19633,1.855,2.07,favori,favori,0.13796682206682212,0.8620331779331776
19635,1.038,21.0,favori,favori,0.15337652499719068,0.8466234750028092
19636,1.025,28.5,favori,favori,0.16131647731353627,0.8386835226864642
19637,1.278,4.3,favori,challenger,0.6029879111772304,0.39701208882276995
19638,1.3230000000000002,3.8,favori,favori,0.17654010492431538,0.8234598950756845
19639,1.439,3.08,favori,challenger,0.6358932117761846,0.364106788223816
19640,1.833,2.1,challenger,favori,0.15541718473305172,0.8445828152669488
19642,1.426,3.15,challenger,favori,0.13566673812084035,0.8643332618791595
19643,1.018,36.0,favori,challenger,0.5660012472907214,0.43399875270927885
19644,1.429,3.13,favori,challenger,0.618004183544353,0.3819958164556464
19645,1.189,5.8,favori,favori,0.059343440185545424,0.9406565598144546
19646,1.3259999999999998,3.77,challenger,challenger,0.5057021603969852,0.4942978396030147
19647,1.018,36.0,favori,favori,0.37064568586429214,0.6293543141357081
19648,1.175,6.2,challenger,favori,0.41110354837501806,0.5888964516249819
19651,1.926,1.98,challenger,favori,0.16308346957480094,0.8369165304251993
19652,1.163,6.55,favori,challenger,0.6262308827137775,0.37376911728622275
19653,3.14,1.4269999999999998,challenger,favori,0.2858997251286724,0.7141002748713275
19654,1.585,2.61,favori,favori,0.1989016485148839,0.8010983514851169
19655,1.22,5.15,favori,favori,0.38481677015794685,0.6151832298420535
19656,1.212,5.31,favori,favori,0.10571066596764545,0.8942893340323542
19657,1.227,5.0,favori,favori,0.13056538690068106,0.8694346130993197
19659,1.379,3.44,favori,challenger,0.6169439415194364,0.3830560584805632
19660,1.6669999999999998,2.4,favori,favori,0.37515247508769217,0.6248475249123088
19662,1.217,5.21,favori,favori,0.15517823262908412,0.8448217673709159
19663,1.025,28.5,favori,favori,0.05819247598806422,0.9418075240119353
19664,1.893,2.02,favori,favori,0.18715284176607716,0.8128471582339232
19665,1.069,12.5,favori,favori,0.39947977275562385,0.6005202272443756
