,PS_C,PS_F,Vainqueur,Prediction,Proba_Challenger,Proba_Favori
0,2.21,1.719,challenger,favori,0.30314463,0.69685537
1,3.25,1.385,challenger,favori,0.27828062,0.7217194
2,2.18,1.746,favori,favori,0.45380664,0.54619336
3,1.82,2.06,favori,favori,0.4815449,0.5184551
4,2.9,1.455,favori,favori,0.41465682,0.5853432
5,1.463,2.91,challenger,challenger,0.6396038,0.3603962
6,1.971,1.885,favori,favori,0.4514113,0.5485887
7,2.06,1.82,favori,challenger,0.5654415,0.43455848
8,6.85,1.131,favori,favori,0.15474695,0.84525305
9,1.714,2.24,challenger,favori,0.40501344,0.59498656
10,4.55,1.241,favori,favori,0.23820442,0.7617956
11,1.7519999999999998,2.17,favori,favori,0.47063047,0.52936953
12,2.21,1.73,favori,favori,0.40048116,0.59951884
13,2.93,1.459,favori,favori,0.35262334,0.64737666
14,1.862,2.0,challenger,favori,0.4580686,0.5419314
15,5.85,1.154,favori,favori,0.18826866,0.81173134
16,6.5,1.133,favori,favori,0.2393856,0.7606144
17,6.0,1.148,favori,favori,0.14646578,0.8535342
18,1.952,1.901,challenger,challenger,0.58702123,0.41297877
19,2.69,1.529,favori,favori,0.32138282,0.6786172
20,2.9,1.465,challenger,favori,0.46216053,0.5378395
21,3.25,1.392,challenger,favori,0.26660907,0.7333909
22,6.25,1.143,favori,favori,0.1509099,0.8490901
23,3.25,1.392,favori,favori,0.35400093,0.6459991
24,1.885,1.971,challenger,favori,0.44738913,0.5526109
25,2.27,1.69,favori,favori,0.33397943,0.6660206
26,2.75,1.513,favori,favori,0.3800062,0.6199938
27,1.676,2.3,challenger,favori,0.39515555,0.60484445
28,2.7,1.526,favori,favori,0.34711045,0.65288955
29,2.51,1.592,favori,favori,0.3771181,0.6228819
30,1.633,2.4,favori,challenger,0.5826379,0.41736212
31,2.4,1.633,favori,favori,0.38883942,0.6111606
32,2.12,1.781,challenger,favori,0.30007118,0.6999288
33,4.5,1.23,favori,favori,0.30975163,0.69024837
34,1.357,3.4,favori,challenger,0.5971726,0.40282735
35,2.7,1.526,challenger,favori,0.3879845,0.6120155
36,3.45,1.345,favori,favori,0.15800554,0.84199446
37,2.34,1.658,favori,favori,0.30892217,0.6910778
38,1.943,1.909,challenger,favori,0.45489037,0.5451096
39,5.25,1.182,favori,favori,0.14281124,0.85718876
40,2.0,1.862,challenger,challenger,0.5614232,0.43857682
41,1.952,1.901,favori,favori,0.4495247,0.5504753
42,3.9,1.294,favori,favori,0.34628135,0.65371865
43,3.45,1.345,favori,favori,0.19750601,0.802494
44,4.25,1.256,challenger,favori,0.23490345,0.76509655
45,1.794,2.1,favori,favori,0.47294915,0.52705085
46,2.48,1.602,challenger,favori,0.44728845,0.55271155
47,2.72,1.513,favori,favori,0.3035257,0.6964743
48,2.48,1.602,favori,favori,0.2792598,0.7207402
49,1.621,2.43,favori,challenger,0.57540226,0.42459774
50,1.952,1.901,challenger,favori,0.23244226,0.76755774
51,1.5,2.78,challenger,challenger,0.52383494,0.4761651
52,2.48,1.602,challenger,challenger,0.54708505,0.45291498
53,1.847,2.02,challenger,challenger,0.5104047,0.48959526
54,1.541,2.65,favori,challenger,0.60041445,0.39958555
55,3.65,1.3230000000000002,favori,favori,0.3590955,0.6409045
56,2.39,1.645,favori,favori,0.3875389,0.6124611
57,2.49,1.599,favori,favori,0.35378617,0.6462138
58,6.25,1.148,favori,favori,0.15859741,0.8414026
59,5.05,1.211,favori,favori,0.14111471,0.8588853
60,3.6,1.328,favori,favori,0.30053055,0.69946945
61,2.63,1.5519999999999998,favori,favori,0.3724352,0.6275648
62,4.1,1.278,favori,favori,0.18882668,0.8111733
63,3.3,1.37,favori,favori,0.37112933,0.62887067
64,1.641,2.4,challenger,challenger,0.5082947,0.49170527
65,2.36,1.658,favori,favori,0.22430933,0.7756907
66,2.0,1.862,favori,challenger,0.54091704,0.45908296
67,2.63,1.5519999999999998,challenger,favori,0.27629954,0.72370046
68,1.633,2.42,challenger,challenger,0.69927907,0.30072096
69,4.2,1.263,favori,favori,0.29394704,0.70605296
70,2.8,1.4880000000000002,challenger,favori,0.3280201,0.6719799
71,1.629,2.43,challenger,favori,0.4364295,0.5635705
72,3.26,1.383,challenger,favori,0.15846086,0.84153914
73,2.34,1.6669999999999998,favori,favori,0.39099807,0.60900193
74,2.7,1.526,favori,favori,0.4513582,0.5486418
75,2.25,1.709,challenger,favori,0.49787104,0.50212896
76,2.2,1.725,favori,favori,0.38103622,0.6189638
77,2.16,1.746,challenger,favori,0.36775887,0.63224113
78,2.5,1.595,challenger,favori,0.46684265,0.53315735
79,2.13,1.775,favori,favori,0.4023999,0.5976001
80,5.65,1.167,favori,favori,0.18031025,0.81968975
81,2.22,1.725,challenger,favori,0.48796868,0.5120313
82,2.49,1.606,challenger,favori,0.338377,0.661623
83,3.85,1.2990000000000002,favori,favori,0.17119467,0.8288053
84,2.65,1.5519999999999998,favori,favori,0.4587626,0.5412374
85,2.23,1.719,favori,challenger,0.5681488,0.4318512
86,1.426,3.05,favori,challenger,0.57170206,0.42829794
87,2.8,1.4880000000000002,challenger,favori,0.3135115,0.6864885
88,1.98,1.877,favori,favori,0.46758342,0.5324166
89,3.35,1.364,favori,favori,0.2740755,0.7259245
90,3.05,1.408,challenger,favori,0.3275432,0.6724568
91,1.735,2.2,challenger,challenger,0.5441618,0.4558382
92,2.7,1.5319999999999998,favori,favori,0.26562595,0.73437405
93,1.602,2.5,favori,challenger,0.5539153,0.44608468
94,2.95,1.455,favori,favori,0.18229377,0.8177062
95,2.55,1.578,favori,favori,0.47565353,0.5243465
96,2.37,1.654,favori,favori,0.4343006,0.5656994
97,3.28,1.3730000000000002,favori,favori,0.1592316,0.8407684
98,1.556,2.62,challenger,challenger,0.52480686,0.47519317
99,2.2,1.735,challenger,favori,0.38850504,0.61149496
100,4.95,1.208,favori,favori,0.17714006,0.82285994
101,2.25,1.709,favori,favori,0.3248837,0.6751163
102,2.3,1.685,favori,favori,0.34140992,0.6585901
103,2.62,1.5490000000000002,challenger,favori,0.34099436,0.65900564
104,4.65,1.235,favori,favori,0.40585512,0.5941449
105,2.75,1.513,favori,favori,0.28585488,0.7141451
106,2.58,1.575,favori,challenger,0.52589524,0.47410473
107,3.55,1.339,challenger,favori,0.25743628,0.7425637
108,1.893,1.962,challenger,favori,0.48686105,0.51313895
109,5.0,1.211,favori,favori,0.10244781,0.8975522
110,3.65,1.3230000000000002,favori,favori,0.31273746,0.68726254
111,1.709,2.25,challenger,favori,0.48823714,0.51176286
112,4.6,1.235,favori,favori,0.28325397,0.71674603
113,1.847,2.02,challenger,favori,0.3635744,0.6364256
114,1.129,7.0,challenger,challenger,0.6078085,0.3921915
115,1.694,2.28,favori,favori,0.4127949,0.5872051
116,3.75,1.3130000000000002,favori,favori,0.37813652,0.6218635
117,23.5,1.029,favori,favori,0.053912997,0.946087
118,2.72,1.513,challenger,favori,0.3834042,0.6165958
119,3.05,1.435,challenger,favori,0.4228078,0.5771922
120,4.15,1.274,challenger,favori,0.2539512,0.7460488
121,4.95,1.213,favori,favori,0.27858526,0.72141474
122,3.75,1.308,favori,favori,0.20935911,0.7906409
123,3.65,1.3230000000000002,favori,favori,0.23021352,0.7697865
124,1.98,1.877,favori,favori,0.49097526,0.50902474
125,3.5,1.345,challenger,favori,0.23842478,0.7615752
126,4.55,1.241,favori,favori,0.15324867,0.84675133
127,9.75,1.08,favori,favori,0.17735809,0.8226419
128,3.55,1.3330000000000002,favori,favori,0.26888084,0.73111916
129,4.35,1.25,favori,favori,0.33693987,0.6630601
130,2.6,1.556,challenger,favori,0.4914456,0.5085544
131,1.735,2.2,favori,favori,0.47596347,0.5240365
132,1.571,2.59,favori,favori,0.419154,0.580846
133,3.6,1.3330000000000002,favori,favori,0.3103426,0.6896574
134,2.56,1.575,challenger,favori,0.46573335,0.53426665
135,3.8,1.308,favori,favori,0.362436,0.637564
136,3.2,1.4169999999999998,favori,favori,0.19792879,0.8020712
137,2.52,1.595,challenger,favori,0.35311997,0.64688003
138,4.65,1.233,favori,favori,0.20649707,0.7935029
139,2.27,1.69,favori,favori,0.44492292,0.5550771
140,14.5,1.057,favori,favori,0.06156671,0.9384333
141,10.0,1.083,favori,favori,0.15408868,0.8459113
142,18.5,1.041,favori,favori,0.086863995,0.913136
143,1.82,2.06,challenger,favori,0.41630375,0.58369625
144,2.32,1.676,favori,favori,0.4320864,0.5679136
145,4.0,1.29,favori,favori,0.38610828,0.6138917
146,1.568,2.6,favori,challenger,0.5147973,0.48520273
147,1.595,2.5,challenger,favori,0.44258332,0.5574167
148,2.55,1.585,challenger,favori,0.41720808,0.5827919
149,4.75,1.227,favori,favori,0.23657191,0.7634281
150,2.58,1.575,challenger,favori,0.2974233,0.7025767
151,1.556,2.64,challenger,favori,0.46232277,0.5376772
152,8.0,1.108,favori,favori,0.043676257,0.95632374
153,1.649,2.38,favori,challenger,0.5814636,0.4185364
154,2.36,1.658,challenger,favori,0.46017724,0.53982276
155,2.07,1.813,challenger,challenger,0.55213773,0.4478623
156,3.79,1.304,favori,favori,0.19864821,0.8013518
157,1.529,2.71,challenger,favori,0.40507746,0.59492254
158,16.0,1.048,favori,favori,0.056541145,0.94345886
159,1.592,2.53,challenger,challenger,0.54857075,0.45142928
160,5.6,1.16,favori,favori,0.2498843,0.7501157
161,2.7,1.526,favori,favori,0.3532905,0.6467095
162,3.1,1.408,challenger,favori,0.37163663,0.6283634
163,17.0,1.047,favori,favori,0.07020682,0.9297932
164,3.15,1.408,favori,favori,0.33219993,0.66780007
165,1.68,2.31,favori,favori,0.43430078,0.5656992
166,1.3130000000000002,3.75,challenger,challenger,0.5336854,0.4663146
167,2.02,1.847,favori,favori,0.29212147,0.70787853
168,5.0,1.204,favori,favori,0.29490644,0.70509356
169,3.3,1.3769999999999998,favori,favori,0.3892281,0.6107719
170,1.862,2.0,challenger,challenger,0.5995613,0.40043873
171,5.65,1.171,favori,favori,0.2853989,0.7146011
172,5.46,1.178,favori,favori,0.27814656,0.72185344
173,21.0,1.036,favori,favori,0.035833836,0.96416616
174,7.25,1.121,favori,favori,0.22931874,0.77068126
175,1.8,2.09,favori,challenger,0.532674,0.467326
176,5.25,1.182,favori,favori,0.18698776,0.81301224
177,3.15,1.4169999999999998,favori,favori,0.28328538,0.7167146
178,4.95,1.211,favori,favori,0.19761199,0.802388
179,5.25,1.182,favori,favori,0.1781146,0.8218854
180,13.0,1.063,favori,favori,0.07556021,0.9244398
181,12.5,1.067,favori,favori,0.107360125,0.8926399
182,2.2,1.735,challenger,favori,0.27908492,0.7209151
183,3.23,1.395,favori,favori,0.35001373,0.64998627
184,1.685,2.3,challenger,favori,0.4178517,0.5821483
185,1.943,1.909,challenger,favori,0.47738624,0.52261376
186,5.2,1.194,favori,favori,0.2516455,0.7483545
187,2.3,1.69,favori,challenger,0.52699155,0.47300845
188,6.51,1.143,favori,favori,0.111647785,0.8883522
189,3.8,1.3030000000000002,favori,favori,0.24204046,0.75795954
190,5.35,1.183,favori,favori,0.22291404,0.77708596
191,2.5,1.602,favori,challenger,0.51907206,0.4809279
192,1.3230000000000002,3.6,challenger,favori,0.42740935,0.57259065
193,1.459,2.93,favori,challenger,0.52532184,0.4746782
194,4.0,1.286,favori,favori,0.09461641,0.9053836
195,4.95,1.213,favori,favori,0.21684837,0.7831516
196,3.2,1.408,challenger,favori,0.22101063,0.7789894
197,2.88,1.469,challenger,favori,0.47114062,0.5288594
198,5.48,1.1909999999999998,favori,favori,0.25179994,0.74820006
199,2.35,1.662,challenger,favori,0.45664853,0.5433515
200,15.0,1.057,favori,favori,0.05417019,0.9458298
201,5.9,1.163,favori,favori,0.24368405,0.75631595
202,4.2,1.274,favori,favori,0.27130342,0.7286966
203,2.56,1.581,favori,favori,0.46417052,0.5358295
204,1.725,2.24,challenger,favori,0.4674868,0.5325132
205,8.75,1.103,favori,favori,0.1912114,0.8087886
206,5.15,1.206,challenger,favori,0.3440004,0.6559996
207,2.49,1.61,favori,favori,0.24089211,0.7591079
208,5.0,1.215,favori,favori,0.22194785,0.77805215
209,3.85,1.308,favori,favori,0.23075157,0.7692484
210,4.13,1.279,challenger,favori,0.15297097,0.84702903
211,3.49,1.352,favori,favori,0.20639402,0.793606
212,2.45,1.6130000000000002,favori,favori,0.19199926,0.80800074
213,3.35,1.392,challenger,favori,0.20111966,0.79888034
214,4.05,1.2990000000000002,favori,favori,0.29392624,0.70607376
215,3.0,1.444,favori,favori,0.09527135,0.90472865
216,2.19,1.741,challenger,challenger,0.51239395,0.48760608
217,2.87,1.483,favori,challenger,0.55486643,0.44513357
218,4.41,1.249,favori,favori,0.3044936,0.6955064
219,2.0,1.862,favori,favori,0.4368018,0.5631982
220,2.55,1.571,challenger,challenger,0.5406928,0.45930722
221,3.2,1.4,challenger,favori,0.26225454,0.73774546
222,2.82,1.4880000000000002,challenger,favori,0.34255034,0.65744966
223,4.85,1.222,favori,favori,0.22903669,0.7709633
224,1.952,1.893,challenger,challenger,0.5452573,0.45474273
225,2.06,1.82,challenger,challenger,0.54108775,0.45891222
226,2.3,1.685,challenger,favori,0.40265548,0.5973445
227,5.75,1.167,favori,favori,0.31942546,0.68057454
228,1.606,2.45,favori,favori,0.48263478,0.5173652
229,1.7519999999999998,2.13,challenger,challenger,0.5614705,0.4385295
230,3.55,1.3330000000000002,favori,favori,0.38985723,0.61014277
231,2.52,1.595,favori,favori,0.3007506,0.6992494
232,2.09,1.8,challenger,favori,0.37718546,0.62281454
233,1.465,2.87,challenger,challenger,0.60817903,0.39182097
234,2.32,1.676,favori,favori,0.25697172,0.7430283
235,2.2,1.714,challenger,favori,0.37746483,0.62253517
236,1.595,2.5,challenger,favori,0.4632674,0.5367326
237,2.32,1.676,favori,favori,0.39506787,0.6049321
238,2.9,1.444,favori,favori,0.3391418,0.6608582
239,2.39,1.645,favori,favori,0.33046758,0.6695324
240,2.47,1.6130000000000002,challenger,favori,0.46710557,0.53289443
241,3.35,1.37,favori,favori,0.3622644,0.6377356
242,4.38,1.245,challenger,favori,0.20561606,0.79438394
243,5.25,1.202,favori,favori,0.19373256,0.80626744
244,3.15,1.408,favori,favori,0.2842285,0.7157715
245,3.9,1.2990000000000002,favori,favori,0.27461618,0.7253838
246,2.09,1.8,challenger,favori,0.2731701,0.7268299
247,2.9,1.465,challenger,favori,0.24757022,0.7524298
248,4.45,1.253,favori,favori,0.31126612,0.6887339
249,1.444,2.95,challenger,challenger,0.62896687,0.37103313
250,14.5,1.057,favori,favori,0.055636823,0.9443632
251,7.5,1.121,favori,favori,0.22013402,0.779866
252,4.6,1.225,favori,favori,0.23364443,0.7663556
253,3.2,1.4,favori,favori,0.31499588,0.6850041
254,2.8,1.4880000000000002,challenger,favori,0.4064958,0.5935042
255,2.29,1.69,challenger,challenger,0.6240344,0.37596563
256,1.5319999999999998,2.7,favori,challenger,0.5349889,0.46501112
257,2.55,1.571,challenger,favori,0.36552328,0.6344767
258,3.45,1.351,favori,favori,0.2588262,0.7411738
259,24.11,1.03,favori,favori,0.06544685,0.93455315
260,1.641,2.38,challenger,favori,0.47837538,0.5216246
261,1.513,2.75,challenger,favori,0.43550462,0.5644954
262,2.41,1.629,favori,favori,0.41168648,0.5883135
263,2.4,1.641,challenger,favori,0.33670777,0.6632922
264,3.5,1.345,favori,favori,0.10015595,0.89984405
265,2.4,1.641,challenger,favori,0.30762815,0.69237185
266,2.78,1.5,challenger,favori,0.49163443,0.5083656
267,1.885,1.971,challenger,favori,0.29941463,0.70058537
268,2.03,1.84,challenger,favori,0.4442265,0.5557735
269,2.65,1.541,challenger,favori,0.37988585,0.62011415
270,2.89,1.457,challenger,favori,0.30740243,0.69259757
271,9.26,1.091,favori,favori,0.09560406,0.90439594
272,18.13,1.041,favori,favori,0.0997175,0.9002825
273,7.0,1.129,favori,favori,0.21336234,0.78663766
274,2.64,1.543,favori,favori,0.2398836,0.7601164
275,2.07,1.813,challenger,favori,0.29216152,0.7078385
276,2.02,1.847,challenger,favori,0.42399573,0.57600427
277,2.47,1.606,favori,favori,0.26149756,0.73850244
278,1.813,2.07,favori,challenger,0.5187918,0.4812082
279,16.3,1.053,favori,favori,0.13045526,0.86954474
280,3.1,1.4169999999999998,favori,favori,0.32684952,0.6731505
281,8.98,1.1,favori,favori,0.15522045,0.84477955
282,5.75,1.16,favori,favori,0.15091175,0.84908825
283,2.57,1.571,challenger,favori,0.41060466,0.58939534
284,2.19,1.73,challenger,favori,0.4184786,0.5815214
285,2.54,1.588,favori,challenger,0.54399836,0.45600164
286,4.5,1.244,favori,favori,0.25157124,0.74842876
287,1.508,2.77,favori,challenger,0.58809996,0.41190004
288,5.28,1.197,challenger,favori,0.27570063,0.7242994
289,2.24,1.704,challenger,favori,0.47386324,0.52613676
290,1.909,1.943,challenger,favori,0.47454667,0.5254533
291,1.98,1.877,favori,favori,0.46858382,0.5314162
292,3.45,1.351,favori,favori,0.1255874,0.8744126
293,4.6,1.233,favori,favori,0.22937411,0.7706259
294,1.521,2.72,challenger,challenger,0.54479396,0.45520604
295,4.8,1.22,favori,favori,0.26537424,0.73462576
296,1.565,2.59,challenger,favori,0.44615018,0.5538498
297,1.952,1.901,challenger,favori,0.29193282,0.7080672
298,2.3,1.676,favori,favori,0.46885395,0.53114605
299,2.01,1.855,challenger,challenger,0.5439676,0.45603243
300,3.15,1.4,favori,favori,0.3299998,0.6700002
301,3.0,1.444,favori,favori,0.46286017,0.53713983
302,2.22,1.714,favori,favori,0.3776492,0.6223508
303,1.595,2.48,favori,favori,0.47106886,0.52893114
304,2.06,1.82,favori,favori,0.42679107,0.5732089
305,5.1,1.204,challenger,favori,0.26627308,0.7337269
306,3.95,1.29,favori,favori,0.3052978,0.6947022
307,5.5,1.1740000000000002,favori,favori,0.32023305,0.67976695
308,1.952,1.901,challenger,challenger,0.5572298,0.44277018
309,11.81,1.07,favori,favori,0.24201483,0.7579852
310,1.833,2.04,favori,challenger,0.50040984,0.49959013
311,6.0,1.148,favori,favori,0.3911574,0.6088426
312,2.48,1.595,favori,favori,0.31952673,0.68047327
313,4.55,1.238,challenger,favori,0.24298143,0.75701857
314,3.05,1.426,favori,challenger,0.55321425,0.44678575
315,3.3,1.364,favori,favori,0.30391663,0.69608337
316,1.99,1.87,favori,favori,0.4105205,0.5894795
317,6.6,1.136,favori,favori,0.24706638,0.7529336
318,2.67,1.535,favori,favori,0.35231012,0.6476899
319,1.526,2.7,challenger,challenger,0.5885599,0.41144007
320,2.47,1.599,favori,favori,0.43587697,0.56412303
321,2.57,1.571,favori,favori,0.25824124,0.74175876
322,5.65,1.163,favori,favori,0.124972045,0.87502795
323,5.75,1.16,favori,favori,0.12070161,0.8792984
324,3.83,1.3,challenger,favori,0.29259717,0.7074028
325,3.5,1.339,challenger,favori,0.3310929,0.6689071
326,2.31,1.671,challenger,favori,0.31205416,0.68794584
327,4.65,1.233,favori,favori,0.18183213,0.81816787
328,1.658,2.34,challenger,challenger,0.5654489,0.43455112
329,3.0,1.435,favori,favori,0.26767993,0.7323201
330,7.21,1.126,favori,favori,0.12337327,0.87662673
331,3.94,1.287,favori,favori,0.2883469,0.7116531
332,4.99,1.216,favori,favori,0.10710055,0.89289945
333,2.72,1.508,favori,favori,0.3448301,0.6551699
334,3.43,1.347,challenger,favori,0.31261235,0.68738765
335,2.05,1.826,favori,favori,0.3939777,0.6060223
336,2.72,1.513,challenger,favori,0.38442385,0.61557615
337,8.3,1.102,favori,favori,0.17931217,0.82068783
338,5.45,1.161,favori,favori,0.1825484,0.8174516
339,4.91,1.219,favori,favori,0.17771763,0.8222824
340,2.5,1.588,challenger,favori,0.25039464,0.74960536
341,5.0,1.19,favori,favori,0.1643458,0.8356542
342,1.763,2.15,favori,challenger,0.52074945,0.47925055
343,2.06,1.82,challenger,favori,0.40298325,0.59701675
344,3.95,1.286,favori,favori,0.40059727,0.5994027
345,3.37,1.355,favori,favori,0.23060966,0.76939034
346,1.917,1.917,favori,favori,0.4936772,0.5063228
347,1.364,3.35,challenger,challenger,0.62127876,0.37872124
348,3.25,1.385,challenger,favori,0.22220904,0.77779096
349,9.0,1.091,favori,favori,0.14015353,0.8598465
350,2.68,1.5319999999999998,favori,favori,0.18132174,0.81867826
351,14.3,1.058,favori,favori,0.08510172,0.9148983
352,1.592,2.49,challenger,favori,0.49436593,0.50563407
353,1.408,3.1,favori,challenger,0.5245166,0.47548342
354,3.08,1.42,favori,favori,0.25890005,0.74109995
355,3.8,1.3030000000000002,challenger,favori,0.23553354,0.76446646
356,1.575,2.54,challenger,challenger,0.58087814,0.41912183
357,2.08,1.806,favori,favori,0.28118622,0.7188138
358,1.625,2.44,favori,challenger,0.54048777,0.45951226
359,2.02,1.833,challenger,favori,0.49551123,0.50448877
360,2.57,1.565,favori,favori,0.2800709,0.7199291
361,6.5,1.143,favori,favori,0.14828968,0.8517103
362,3.0,1.435,favori,favori,0.16256332,0.8374367
363,5.3,1.172,challenger,favori,0.15943378,0.8405662
364,2.2,1.735,challenger,favori,0.33352774,0.66647226
365,2.32,1.676,favori,favori,0.49492282,0.5050772
366,1.588,2.52,challenger,challenger,0.5295452,0.47045484
367,1.529,2.69,challenger,favori,0.49863183,0.50136817
368,1.465,2.85,favori,favori,0.45599508,0.5440049
369,1.806,2.08,favori,favori,0.39786685,0.60213315
370,1.592,2.49,challenger,challenger,0.5842837,0.41571632
371,2.52,1.581,favori,challenger,0.5010467,0.49895328
372,5.01,1.21,challenger,favori,0.26044136,0.73955864
373,1.602,2.48,favori,challenger,0.5767724,0.4232276
374,6.5,1.138,challenger,favori,0.30269873,0.69730127
375,2.16,1.758,favori,favori,0.43865436,0.56134564
376,3.89,1.2990000000000002,favori,favori,0.13781488,0.8621851
377,4.25,1.263,favori,favori,0.23199749,0.7680025
378,5.35,1.171,challenger,favori,0.14486337,0.85513663
379,5.26,1.169,favori,favori,0.29326707,0.7067329
380,4.05,1.274,challenger,favori,0.3848791,0.6151209
381,1.346,3.44,challenger,challenger,0.5653133,0.43468672
382,1.962,1.893,favori,challenger,0.55977774,0.44022223
383,2.38,1.641,favori,favori,0.4141066,0.5858934
384,2.98,1.4480000000000002,favori,favori,0.1444835,0.8555165
385,1.962,1.893,favori,challenger,0.55871665,0.44128332
386,2.55,1.571,favori,favori,0.23737103,0.762629
387,2.2,1.725,favori,challenger,0.54690826,0.45309177
388,3.18,1.395,challenger,favori,0.184152,0.815848
389,1.662,2.35,favori,challenger,0.5712346,0.4287654
390,3.45,1.345,favori,favori,0.2732758,0.7267242
391,1.893,1.962,challenger,challenger,0.5268769,0.47312304
392,2.17,1.741,challenger,challenger,0.5061425,0.49385753
393,6.65,1.138,favori,favori,0.26842487,0.73157513
394,3.5,1.339,favori,favori,0.22916824,0.77083176
395,4.55,1.238,favori,favori,0.31064397,0.689356
396,2.48,1.595,challenger,favori,0.3915009,0.6084991
397,2.36,1.649,challenger,favori,0.4375255,0.5624745
398,1.621,2.41,favori,favori,0.48932135,0.51067865
399,1.971,1.885,favori,favori,0.41136044,0.58863956
400,3.65,1.317,challenger,favori,0.15682864,0.84317136
401,2.9,1.465,challenger,favori,0.3546692,0.6453308
402,1.746,2.18,challenger,challenger,0.58514184,0.41485816
403,2.1,1.794,challenger,favori,0.47568035,0.52431965
404,2.17,1.7519999999999998,favori,favori,0.40075594,0.59924406
405,3.29,1.365,favori,favori,0.23143697,0.76856303
406,1.962,1.893,favori,challenger,0.5442078,0.45579222
407,2.29,1.68,favori,favori,0.38084412,0.6191559
408,3.7,1.308,favori,favori,0.2959113,0.7040887
409,1.794,2.1,favori,favori,0.4989,0.5011
410,2.11,1.775,favori,favori,0.42649454,0.57350546
411,2.8,1.4880000000000002,challenger,favori,0.44040978,0.5595902
412,3.35,1.364,favori,favori,0.33327162,0.6667284
413,2.26,1.704,challenger,favori,0.43047285,0.56952715
414,2.45,1.6130000000000002,challenger,challenger,0.5567039,0.44329605
415,2.44,1.617,favori,favori,0.2858867,0.7141133
416,3.01,1.4240000000000002,favori,favori,0.4499414,0.5500586
417,3.65,1.3230000000000002,favori,favori,0.2844913,0.7155087
418,3.09,1.418,favori,favori,0.32432598,0.675674
419,2.32,1.676,challenger,favori,0.4483567,0.5516433
420,1.8,2.09,challenger,challenger,0.5683647,0.43163532
421,2.02,1.833,favori,favori,0.3315879,0.6684121
422,2.62,1.556,favori,favori,0.37865156,0.62134844
423,3.15,1.408,favori,favori,0.28406352,0.7159365
424,8.25,1.111,challenger,favori,0.13694906,0.86305094
425,2.85,1.476,challenger,favori,0.2995153,0.7004847
426,3.1,1.4169999999999998,favori,favori,0.2842756,0.7157244
427,1.952,1.901,challenger,favori,0.40533698,0.594663
428,3.69,1.304,favori,favori,0.39139652,0.6086035
429,3.35,1.351,favori,favori,0.2767837,0.7232163
430,1.935,1.917,favori,challenger,0.50677466,0.49322534
431,3.95,1.2819999999999998,challenger,favori,0.22561824,0.77438176
432,1.813,2.07,challenger,challenger,0.50290287,0.4970971
433,2.34,1.6669999999999998,favori,challenger,0.5605867,0.43941334
434,2.89,1.463,challenger,challenger,0.50006616,0.49993384
435,3.3,1.37,favori,favori,0.45315665,0.54684335
436,2.61,1.538,favori,favori,0.33132094,0.66867906
437,2.03,1.84,challenger,favori,0.44981676,0.55018324
438,2.75,1.5,challenger,favori,0.28719538,0.7128046
439,2.89,1.446,favori,favori,0.12946123,0.8705388
440,3.5,1.345,challenger,favori,0.2333132,0.7666868
441,1.725,2.2,challenger,favori,0.34744638,0.6525536
442,2.29,1.68,favori,favori,0.37668312,0.6233169
443,2.22,1.704,favori,favori,0.47521454,0.52478546
444,1.82,2.06,challenger,favori,0.41683215,0.58316785
445,3.65,1.3130000000000002,favori,favori,0.40374607,0.59625393
446,2.03,1.84,challenger,favori,0.49323028,0.5067697
447,2.37,1.645,favori,favori,0.4878096,0.5121904
448,2.14,1.769,challenger,favori,0.49107265,0.50892735
449,1.5590000000000002,2.59,favori,challenger,0.50421804,0.49578196
450,6.82,1.12,favori,favori,0.10374951,0.8962505
451,2.4,1.633,challenger,favori,0.42390215,0.57609785
452,2.39,1.6369999999999998,favori,favori,0.43681884,0.56318116
453,3.28,1.366,favori,favori,0.3019197,0.6980803
454,3.16,1.4069999999999998,favori,favori,0.24264675,0.75735325
455,2.9,1.465,favori,favori,0.3401112,0.6598888
456,3.1,1.408,favori,favori,0.384279,0.615721
457,1.826,2.05,favori,favori,0.4700783,0.5299217
458,3.4,1.357,favori,favori,0.33459824,0.66540176
459,3.9,1.294,favori,favori,0.2797516,0.7202484
460,2.97,1.4409999999999998,favori,favori,0.2438237,0.7561763
461,3.25,1.385,challenger,favori,0.42689848,0.5731015
462,2.47,1.599,challenger,favori,0.3624292,0.6375708
463,3.1,1.408,challenger,favori,0.28084075,0.71915925
464,2.07,1.813,challenger,challenger,0.5077565,0.49224356
465,5.7,1.161,favori,favori,0.22050321,0.7794968
466,2.47,1.599,challenger,challenger,0.5301831,0.4698169
467,3.0,1.4169999999999998,favori,favori,0.28435516,0.71564484
468,3.0,1.426,challenger,favori,0.3531224,0.6468776
469,2.7,1.526,favori,favori,0.41887927,0.5811207
470,3.0,1.435,favori,favori,0.29252404,0.70747596
471,5.0,1.2,favori,favori,0.11213434,0.88786566
472,2.04,1.833,favori,favori,0.37673604,0.62326396
473,3.5,1.339,favori,favori,0.38103026,0.61896974
474,3.55,1.3330000000000002,favori,favori,0.18624288,0.8137571
475,2.73,1.518,challenger,favori,0.38629973,0.6137003
476,2.32,1.676,challenger,favori,0.492289,0.507711
477,2.95,1.444,favori,favori,0.22742206,0.77257794
478,12.0,1.067,favori,favori,0.112110674,0.8878893
479,3.8,1.3030000000000002,favori,favori,0.3230285,0.6769715
